# LLM pairwise verification (claude-haiku-4-5-20251001) of candidate_pairs.tsv. verdict: yes/no/unsure. See verify_pairs_llm.py.
strong_a	strong_b	verdict
H1497	H3709	no
H1497	H3710	no
H1497	H4608	no
H1497	H4609	no
H1497	H4642	unsure
H1497	H4743	no
H1497	H5920	no
H1497	H5921	no
H1497	H5923	no
H1497	H5927	no
H1497	H5929	no
H1497	H5930	no
H1497	H5944	no
H1497	H5945	no
H1497	H5946	no
H1497	H6216	no
H1497	H6231	no
H1497	H6234	no
H1497	H6237	no
H1497	H6466	no
H1497	H6467	no
H1497	H8108	no
H1497	H8109	no
H1497	H8585	no
H1504	H1509	unsure
H1513	H6352	yes
H1516	H2759	no
H1516	H2790	no
H1516	H2791	no
H1516	H2794	no
H1516	H2795	no
H1516	H2796	no
H1516	H4410	no
H1516	H5860	no
H1516	H5861	no
H1516	H6641	no
H1516	H6647	no
H1516	H6648	no
H1516	H7389	no
H1518	H1521	no
H1518	H7975	no
H1518	H8388	no
H1518	H8389	no
H1521	H7975	no
H1521	H8388	no
H1521	H8389	no
H1523	H1524	yes
H1523	H1525	yes
H1524	H1525	yes
H1530	H1536	no
H1530	H1543	no
H1530	H1550	no
H1530	H1551	no
H1530	H1552	no
H1530	H1553	no
H1530	H1556	no
H1530	H1560	no
H1530	H1561	no
H1530	H2706	no
H1530	H2714	no
H1530	H4039	no
H1530	H6438	no
H1530	H6595	no
H1530	H6596	no
H1530	H6626	no
H1530	H6915	no
H1530	H7064	no
H1530	H7077	no
H1536	H1543	no
H1536	H1550	no
H1536	H1551	no
H1536	H1552	no
H1536	H1553	no
H1536	H1556	no
H1536	H1560	no
H1536	H1561	no
H1536	H2706	no
H1536	H2714	no
H1536	H4039	no
H1536	H6438	no
H1536	H6595	no
H1536	H6596	no
H1536	H6626	no
H1536	H6915	no
H1536	H7064	no
H1536	H7077	no
H1540	H1543	no
H1540	H1549	no
H1540	H1556	no
H1540	H3427	no
H1540	H7725	no
H1543	H1549	no
H1543	H1550	no
H1543	H1551	no
H1543	H1552	no
H1543	H1553	no
H1543	H1560	no
H1543	H1561	no
H1543	H2706	no
H1543	H2714	no
H1543	H3427	no
H1543	H4039	no
H1543	H6438	no
H1543	H6595	no
H1543	H6596	no
H1543	H6626	no
H1543	H6915	no
H1543	H7064	no
H1543	H7077	no
H1543	H7725	no
H1548	H2296	no
H1548	H3001	no
H1548	H3002	no
H1548	H4658	no
H1548	H5034	no
H1548	H5035	no
H1548	H5036	no
H1548	H5038	no
H1548	H5039	no
H1548	H5126	no
H1548	H7999	no
H1549	H1556	no
H1549	H3427	no
H1549	H7725	no
H1550	H1551	no
H1550	H1552	no
H1550	H1553	no
H1550	H1556	no
H1550	H1560	no
H1550	H1561	no
H1550	H2706	no
H1550	H2714	no
H1550	H4039	no
H1550	H6438	no
H1550	H6595	no
H1550	H6596	no
H1550	H6626	no
H1550	H6915	no
H1550	H7064	no
H1550	H7077	no
H1551	H1552	no
H1551	H1553	no
H1551	H1556	no
H1551	H1560	no
H1551	H1561	no
H1551	H2706	no
H1551	H2714	no
H1551	H4039	no
H1551	H6438	no
H1551	H6595	no
H1551	H6596	no
H1551	H6626	no
H1551	H6915	no
H1551	H7064	no
H1551	H7077	no
H1552	H1553	yes
H1552	H1556	no
H1552	H1560	no
H1552	H1561	no
H1552	H2706	no
H1552	H2714	no
H1552	H4039	no
H1552	H6438	no
H1552	H6595	no
H1552	H6596	no
H1552	H6626	no
H1552	H6915	no
H1552	H7064	no
H1552	H7077	no
H1553	H1556	unsure
H1553	H1560	no
H1553	H1561	no
H1553	H2706	no
H1553	H2714	no
H1553	H4039	no
H1553	H6438	no
H1553	H6595	no
H1553	H6596	no
H1553	H6626	no
H1553	H6915	no
H1553	H7064	no
H1553	H7077	no
H1556	H1560	no
H1556	H1561	no
H1556	H2053	no
H1556	H2527	no
H1556	H2706	no
H1556	H2714	no
H1556	H2717	no
H1556	H3427	no
H1556	H3925	no
H1556	H3928	no
H1556	H3955	no
H1556	H4039	yes
H1556	H6438	no
H1556	H6595	no
H1556	H6596	no
H1556	H6626	no
H1556	H6915	no
H1556	H7064	no
H1556	H7077	no
H1556	H7699	no
H1556	H7701	no
H1556	H7703	no
H1556	H7704	no
H1556	H7706	no
H1556	H7708	no
H1556	H7725	no
H1556	H8388	no
H1556	H8389	no
H1556	H8443	no
H1560	H1561	no
H1560	H2706	no
H1560	H2714	no
H1560	H4039	no
H1560	H6438	no
H1560	H6595	no
H1560	H6596	no
H1560	H6626	no
H1560	H6915	no
H1560	H7064	no
H1560	H7077	no
H1561	H2706	no
H1561	H2714	no
H1561	H4039	no
H1561	H6438	no
H1561	H6595	no
H1561	H6596	no
H1561	H6626	no
H1561	H6915	no
H1561	H7064	no
H1561	H7077	no
H1567	H2053	no
H1567	H3925	no
H1567	H3928	no
H1567	H3935	no
H1567	H4556	no
H1567	H5703	no
H1567	H5706	no
H1567	H5707	no
H1567	H5713	no
H1567	H5715	no
H1567	H5749	no
H1567	H5750	no
H1567	H5932	no
H1567	H8388	no
H1567	H8389	no
H1567	H8584	no
H1571	H3709	no
H1571	H3710	no
H1572	H1573	no
H1572	H4041	no
H1573	H4041	no
H1580	H1581	no
H1580	H8408	no
H1581	H8408	no
H1588	H1593	yes
H1588	H1598	no
H1589	H1739	no
H1589	H1741	no
H1589	H1742	no
H1589	H4064	no
H1589	H5440	no
H1589	H5441	no
H1589	H5442	no
H1590	H1739	no
H1590	H1741	no
H1590	H1742	no
H1590	H4064	no
H1590	H5440	no
H1590	H5441	no
H1590	H5442	no
H1593	H1598	no
H1598	H4043	unsure
H1598	H4044	unsure
H1602	H1603	no
H1602	H1604	yes
H1602	H1715	no
H1602	H3925	no
H1602	H3928	no
H1602	H4569	no
H1602	H5674	no
H1602	H5676	no
H1602	H5678	no
H1602	H5680	no
H1602	H6466	no
H1602	H6467	no
H1602	H8388	no
H1602	H8389	no
H1603	H1604	no
H1603	H1715	no
H1603	H3925	no
H1603	H3928	no
H1603	H4569	no
H1603	H5674	no
H1603	H5676	no
H1603	H5678	no
H1603	H5680	no
H1603	H8388	no
H1603	H8389	no
H1604	H1715	no
H1604	H3925	no
H1604	H3928	no
H1604	H4569	no
H1604	H5674	no
H1604	H5676	no
H1604	H5678	no
H1604	H5680	no
H1604	H8388	no
H1604	H8389	no
H1605	H1606	yes
H1613	H1614	no
H1614	H3527	no
H1614	H3529	no
H1614	H3925	no
H1614	H3928	no
H1614	H7389	no
H1616	H4032	no
H1616	H4033	yes
H1616	H4034	no
H1616	H4048	no
H1616	H4460	no
H1620	H1624	no
H1620	H1625	no
H1620	H1626	no
H1620	H1641	no
H1620	H1642	no
H1624	H2734	yes
H1624	H2740	yes
H1625	H1627	no
H1625	H2146	no
H1625	H2787	no
H1625	H5438	no
H1625	H7389	no
H1627	H1641	no
H1627	H2146	no
H1627	H2787	no
H1627	H5438	no
H1627	H7389	no
H1633	H1634	no
H1639	H3326	no
H1639	H4052	no
H1639	H5126	no
H1639	H6760	no
H1639	H6762	no
H1639	H6813	no
H1639	H8372	no
H1641	H2146	no
H1641	H2787	no
H1641	H5438	no
H1641	H7389	no
H1644	H1645	no
H1644	H4054	no
H1645	H4054	no
H1652	H1653	yes
H1669	H1670	unsure
H1675	H1676	unsure
H1675	H3138	no
H1675	H3332	no
H1675	H4165	no
H1675	H4754	unsure
H1675	H5126	no
H1675	H5133	no
H1675	H5327	no
H1675	H5328	no
H1675	H6633	no
H1675	H6635	no
H1675	H6643	no
H1675	H6694	no
H1675	H7200	no
H1675	H7207	no
H1675	H7209	no
H1675	H7210	no
H1675	H7582	no
H1675	H7583	no
H1676	H3138	no
H1676	H3332	no
H1676	H4165	no
H1676	H4754	no
H1676	H5126	no
H1676	H5133	no
H1676	H5327	no
H1676	H5328	no
H1676	H6633	no
H1676	H6635	no
H1676	H6643	no
H1676	H6694	no
H1676	H7200	no
H1676	H7207	no
H1676	H7209	no
H1676	H7210	no
H1676	H7582	no
H1676	H7583	no
H1680	H1681	no
H1682	H1696	no
H1682	H1697	no
H1682	H1698	no
H1682	H1700	no
H1682	H1701	no
H1682	H1702	no
H1682	H1817	no
H1682	H1907	no
H1682	H2053	no
H1682	H3259	no
H1682	H3260	no
H1682	H3810	no
H1682	H3925	no
H1682	H3928	no
H1682	H4057	no
H1682	H4150	no
H1682	H5126	no
H1682	H5712	no
H1690	H1691	no
H1690	H2053	no
H1690	H5126	no
H1690	H8034	no
H1690	H8035	no
H1690	H8036	no
H1692	H1695	yes
H1692	H3925	no
H1692	H3928	no
H1695	H3925	no
H1695	H3928	no
H1696	H1697	no
H1696	H1698	no
H1696	H1700	no
H1696	H1701	no
H1696	H1702	no
H1696	H1817	no
H1696	H1907	no
H1696	H3810	no
H1696	H3925	no
H1696	H3928	no
H1696	H4057	no
H1697	H1698	no
H1697	H1700	no
H1697	H1701	no
H1697	H1702	no
H1697	H1907	no
H1697	H3810	no
H1697	H4057	no
H1697	H5126	no
H1697	H5597	no
H1697	H5703	no
H1697	H5704	no
H1697	H5706	no
H1697	H5708	no
H1697	H5716	no
H1697	H5728	no
H1697	H5749	no
H1697	H5752	no
H1697	H7998	no
H1698	H1700	no
H1698	H1701	no
H1698	H1702	no
H1698	H1817	no
H1698	H1907	no
H1698	H3810	no
H1698	H3925	no
H1698	H3928	no
H1698	H4057	no
H1700	H1701	yes
H1700	H1702	no
H1700	H1817	no
H1700	H1907	no
H1700	H3349	no
H1700	H3810	no
H1700	H4057	no
H1700	H4720	no
H1700	H6971	no
H1701	H1702	no
H1701	H1817	no
H1701	H1907	no
H1701	H3810	no
H1701	H3925	no
H1701	H3928	no
H1701	H4057	no
H1702	H1817	no
H1702	H1907	no
H1702	H3810	no
H1702	H3925	no
H1702	H3928	no
H1702	H4057	no
H1704	H3576	no
H1704	H3577	no
H1706	H1707	no
H1709	H1711	no
H1709	H1729	no
H1709	H1771	no
H1709	H2053	no
H1709	H5872	no
H1709	H5882	no
H1709	H7054	no
H1709	H8388	no
H1709	H8389	no
H1710	H1711	no
H1710	H1729	yes
H1710	H1771	yes
H1710	H2053	unsure
H1710	H5872	no
H1710	H5882	no
H1710	H7054	no
H1710	H8388	no
H1710	H8389	no
H1711	H1728	no
H1711	H1729	no
H1711	H2053	no
H1711	H8388	no
H1711	H8389	no
H1713	H1714	no
H1715	H3925	no
H1715	H3928	no
H1715	H4569	no
H1715	H5674	no
H1715	H5676	no
H1715	H5678	no
H1715	H5680	no
H1715	H8388	no
H1715	H8389	no
H1725	H8410	no
H1728	H1729	no
H1728	H1771	yes
H1728	H2053	no
H1728	H5872	no
H1728	H5882	no
H1728	H7054	no
H1728	H8388	no
H1728	H8389	no
H1729	H2053	yes
H1729	H8388	no
H1729	H8389	no
H1730	H1732	no
H1730	H1736	no
H1730	H2053	no
H1730	H3924	no
H1730	H6212	no
H1731	H1732	no
H1731	H1736	no
H1731	H3884	no
H1731	H6212	no
H1736	H2053	no
H1736	H3924	no
H1736	H6212	no
H1739	H1741	yes
H1739	H1742	unsure
H1739	H4064	yes
H1739	H5440	no
H1739	H5441	no
H1739	H5442	no
H1740	H1760	no
H1741	H1742	unsure
H1741	H4064	yes
H1741	H5440	no
H1741	H5441	no
H1741	H5442	no
H1742	H4064	no
H1742	H5440	no
H1742	H5441	no
H1742	H5442	no
H1743	H1790	unsure
H1745	H1746	no
H1745	H1748	yes
H1745	H1826	yes
H1746	H1748	no
H1746	H1826	no
H1747	H1818	no
H1747	H1819	no
H1747	H1820	no
H1747	H1824	no
H1747	H1826	yes
H1747	H3667	no
H1748	H1827	yes
H1748	H8388	no
H1748	H8389	no
H1752	H1755	no
H1752	H4032	no
H1752	H4070	yes
H1754	H3709	no
H1754	H3710	no
H1755	H4032	no
H1755	H4070	no
H1758	H1759	yes
H1758	H1786	no
H1758	H2451	no
H1758	H2452	no
H1759	H1876	no
H1759	H1877	no
H1759	H2451	no
H1759	H2452	no
H1760	H3477	no
H1760	H4072	no
H1760	H5126	no
H1760	H5869	no
H1760	H8056	no
H1767	H1860	no
H1767	H4063	no
H1767	H4074	no
H1767	H4075	no
H1767	H4076	no
H1771	H5872	no
H1771	H5882	no
H1771	H7054	no
H1777	H1779	yes
H1777	H2053	no
H1777	H3925	no
H1777	H3928	no
H1777	H4055	no
H1777	H4061	no
H1777	H4066	no
H1777	H4079	no
H1777	H4128	no
H1777	H5074	no
H1777	H5075	no
H1777	H5084	no
H1777	H5126	no
H1777	H6438	no
H1777	H6696	no
H1777	H6862	no
H1777	H6887	no
H1777	H7092	no
H1779	H2053	no
H1779	H3036	no
H1779	H3925	no
H1779	H3928	no
H1779	H4058	no
H1779	H4060	no
H1779	H4066	no
H1779	H4079	no
H1779	H4090	no
H1779	H4128	no
H1779	H5084	no
H1779	H5085	no
H1779	H5126	no
H1786	H1876	no
H1786	H1877	no
H1792	H1793	yes
H1792	H1794	yes
H1792	H1795	yes
H1792	H1796	yes
H1792	H2053	no
H1792	H4726	no
H1792	H4853	no
H1792	H4858	no
H1792	H4864	no
H1792	H5126	no
H1792	H5254	no
H1792	H5375	no
H1792	H5387	no
H1792	H5564	no
H1792	H5749	no
H1792	H6481	unsure
H1792	H6482	unsure
H1792	H7613	no
H1792	H8388	no
H1792	H8389	no
H1793	H1795	yes
H1793	H2053	no
H1793	H3925	no
H1793	H3928	no
H1793	H6481	unsure
H1793	H6482	unsure
H1793	H8388	no
H1793	H8389	no
H1794	H1796	yes
H1794	H3925	no
H1794	H3928	no
H1795	H2053	no
H1795	H3925	no
H1795	H3928	no
H1795	H6481	unsure
H1795	H6482	unsure
H1795	H8388	no
H1795	H8389	no
H1796	H3925	no
H1796	H3928	no
H1800	H1803	no
H1800	H1809	unsure
H1800	H1817	no
H1802	H1817	no
H1802	H3925	no
H1802	H3928	no
H1803	H1809	no
H1808	H1817	no
H1808	H1871	no
H1808	H2106	no
H1808	H2300	no
H1808	H2301	no
H1808	H2304	no
H1808	H2306	no
H1808	H3161	no
H1808	H4707	no
H1808	H4932	no
H1808	H5126	no
H1808	H6687	no
H1808	H6688	no
H1808	H6689	no
H1808	H6803	no
H1808	H6822	no
H1808	H6823	no
H1808	H6826	no
H1808	H6857	no
H1808	H6858	no
H1808	H8127	no
H1808	H8128	no
H1808	H8129	no
H1808	H8132	no
H1808	H8136	no
H1808	H8138	no
H1808	H8141	no
H1808	H8144	no
H1808	H8145	no
H1808	H8147	no
H1808	H8268	no
H1811	H1812	yes
H1817	H1869	no
H1817	H1870	no
H1817	H1907	no
H1817	H1957	no
H1817	H2302	no
H1817	H2306	no
H1817	H3161	no
H1817	H3810	no
H1817	H4057	no
H1817	H4096	no
H1817	H4476	no
H1817	H4943	no
H1817	H5597	no
H1817	H5703	no
H1817	H5704	no
H1817	H5706	no
H1817	H5708	no
H1817	H5716	no
H1817	H5728	no
H1817	H5749	no
H1817	H5752	no
H1817	H7998	no
H1817	H8264	no
H1818	H1819	no
H1818	H1820	no
H1818	H2556	no
H1818	H3667	no
H1818	H4272	no
H1819	H1820	no
H1819	H1824	no
H1819	H1826	no
H1819	H3667	no
H1820	H1824	yes
H1820	H1826	yes
H1820	H3667	no
H1824	H3667	no
H1826	H1827	yes
H1826	H2151	no
H1826	H3667	no
H1826	H3709	no
H1826	H3710	no
H1826	H3807	no
H1826	H4134	no
H1826	H4355	no
H1826	H5140	no
H1826	H5238	no
H1826	H8388	no
H1826	H8389	no
H1827	H8388	no
H1827	H8389	no
H1828	H4087	yes
H1828	H4088	no
H1828	H4089	no
H1842	H1991	no
H1842	H1993	no
H1842	H1995	no
H1842	H1997	no
H1842	H3283	no
H1842	H5126	no
H1843	H1844	yes
H1843	H1847	yes
H1843	H2981	no
H1843	H3045	no
H1843	H3049	no
H1843	H3190	no
H1843	H3191	no
H1843	H4093	yes
H1843	H4129	no
H1843	H4138	no
H1843	H4486	yes
H1843	H4726	no
H1843	H8034	no
H1843	H8035	no
H1843	H8036	no
H1844	H1847	yes
H1844	H2053	no
H1844	H2056	no
H1844	H2449	no
H1844	H2450	no
H1844	H2981	no
H1844	H3046	no
H1844	H3047	no
H1844	H3049	no
H1844	H3190	no
H1844	H3191	no
H1844	H3205	no
H1844	H3206	no
H1844	H3211	no
H1844	H3925	no
H1844	H3928	no
H1844	H4093	yes
H1844	H4129	no
H1844	H4486	yes
H1844	H8034	no
H1844	H8035	no
H1844	H8036	no
H1844	H8388	no
H1844	H8389	no
H1844	H8435	no
H1847	H2981	no
H1847	H3046	no
H1847	H3047	no
H1847	H3049	no
H1847	H3190	no
H1847	H3191	no
H1847	H3445	no
H1847	H4093	yes
H1847	H4129	no
H1847	H4138	no
H1847	H4486	yes
H1847	H4726	no
H1847	H5183	no
H1847	H7745	no
H1847	H7746	no
H1847	H7817	no
H1847	H7845	no
H1847	H7882	no
H1847	H8034	no
H1847	H8035	no
H1847	H8036	no
H1849	H1901	no
H1849	H3369	no
H1849	H4611	no
H1849	H4816	no
H1849	H5367	no
H1849	H5764	no
H1849	H5768	no
H1849	H5921	no
H1849	H5923	no
H1849	H5942	no
H1849	H5948	no
H1849	H5949	no
H1849	H5953	unsure
H1849	H5955	no
H1849	H6417	no
H1849	H7401	no
H1849	H8388	no
H1849	H8389	no
H1851	H1854	unsure
H1861	H3515	no
H1861	H3638	no
H1861	H3925	no
H1861	H3928	no
H1861	H7402	no
H1861	H7403	no
H1861	H8527	no
H1869	H1870	no
H1869	H4096	yes
H1870	H4096	no
H1875	H4097	no
H1876	H2451	no
H1876	H2452	no
H1877	H2451	no
H1877	H2452	no
H1878	H1880	no
H1878	H2502	no
H1878	H4254	no
H1878	H6009	no
H1878	H6010	no
H1878	H6012	no
H1878	H6013	no
H1879	H1880	no
H1879	H6009	no
H1879	H6010	no
H1879	H6012	no
H1879	H6013	no
H1880	H6009	no
H1880	H6010	no
H1880	H6012	no
H1880	H6013	no
H1889	H5126	no
H1894	H8394	no
H1894	H8432	no
H1897	H1901	no
H1897	H1902	no
H1897	H2385	no
H1897	H3013	no
H1897	H3014	no
H1897	H3015	no
H1897	H3384	no
H1897	H5969	no
H1897	H6740	no
H1897	H6742	no
H1897	H6748	no
H1897	H6749	no
H1897	H6750	no
H1897	H6751	no
H1897	H7779	no
H1897	H8192	no
H1897	H8193	no
H1897	H8205	no
H1897	H8206	no
H1897	H8207	no
H1897	H8424	no
H1898	H1901	no
H1898	H1902	no
H1898	H2385	no
H1898	H3013	no
H1898	H3014	yes
H1898	H3015	no
H1898	H3384	no
H1898	H5969	no
H1898	H6740	no
H1898	H6742	no
H1898	H6748	no
H1898	H6749	no
H1898	H6750	no
H1898	H6751	no
H1898	H7779	no
H1898	H8192	no
H1898	H8193	no
H1898	H8205	no
H1898	H8206	no
H1898	H8207	no
H1898	H8424	no
H1899	H1901	no
H1899	H1902	unsure
H1899	H2385	no
H1899	H3013	yes
H1899	H3014	no
H1899	H3015	yes
H1899	H3384	no
H1899	H5969	no
H1899	H6740	no
H1899	H6742	no
H1899	H6748	no
H1899	H6749	no
H1899	H6750	no
H1899	H6751	no
H1899	H7779	no
H1899	H8192	no
H1899	H8193	no
H1899	H8205	no
H1899	H8206	no
H1899	H8207	no
H1899	H8424	no
H1901	H4611	no
H1901	H4816	no
H1901	H5764	no
H1901	H5768	no
H1901	H5921	no
H1901	H5923	no
H1901	H5942	no
H1901	H5948	no
H1901	H5949	no
H1901	H5953	no
H1901	H5955	no
H1901	H6417	no
H1901	H6740	no
H1901	H6742	no
H1901	H6748	no
H1901	H6749	no
H1901	H6750	no
H1901	H6751	no
H1901	H7401	no
H1901	H8388	no
H1901	H8389	no
H1902	H3014	no
H1902	H3384	no
H1906	H1908	no
H1906	H1911	no
H1906	H1935	no
H1906	H1959	yes
H1907	H3810	no
H1907	H3925	no
H1907	H3928	unsure
H1907	H4057	no
H1908	H1911	no
H1908	H1935	no
H1911	H1935	no
H1911	H1960	no
H1911	H2053	no
H1911	H2471	no
H1911	H2556	no
H1911	H2557	no
H1911	H2558	no
H1911	H3054	no
H1911	H3063	no
H1911	H3064	no
H1911	H3066	no
H1911	H3205	no
H1911	H3925	no
H1911	H3928	no
H1911	H8426	no
H1921	H1925	yes
H1921	H1926	yes
H1921	H1927	unsure
H1925	H1926	yes
H1925	H1927	unsure
H1926	H1927	unsure
H1931	H2050	no
H1931	H2967	no
H1931	H3509	no
H1931	H5105	no
H1933	H1942	no
H1933	H1943	no
H1933	H1961	no
H1933	H2050	no
H1933	H2053	no
H1933	H3058	no
H1942	H1943	no
H1942	H1961	no
H1942	H2050	no
H1942	H2053	no
H1942	H3058	no
H1943	H1961	no
H1943	H2050	no
H1943	H2053	no
H1943	H3058	no
H1947	H1948	yes
H1947	H1966	no
H1947	H1974	no
H1947	H1984	no
H1947	H3925	no
H1947	H3928	no
H1947	H4110	no
H1947	H8416	no
H1947	H8417	unsure
H1947	H8552	no
H1947	H8604	unsure
H1947	H8605	no
H1948	H1966	no
H1948	H1974	no
H1948	H1984	no
H1948	H3925	no
H1948	H3928	no
H1948	H4110	no
H1948	H8416	no
H1948	H8417	no
H1948	H8552	no
H1948	H8604	yes
H1948	H8605	no
H1949	H1967	no
H1949	H4103	yes
H1949	H6466	no
H1949	H6467	no
H1954	H2981	no
H1954	H3467	no
H1954	H3468	no
H1954	H3469	no
H1954	H7769	no
H1954	H8668	no
H1957	H2053	no
H1957	H2063	no
H1957	H2088	no
H1957	H2090	no
H1957	H2097	no
H1957	H2098	no
H1957	H2099	no
H1957	H4198	no
H1957	H4199	no
H1957	H5240	no
H1960	H2053	no
H1960	H2471	no
H1960	H2556	no
H1960	H2557	no
H1960	H2558	no
H1960	H3034	yes
H1960	H3054	no
H1960	H3063	no
H1960	H3064	no
H1960	H3066	no
H1960	H3205	no
H1960	H3925	no
H1960	H3928	no
H1960	H8426	yes
H1961	H2050	no
H1961	H2053	no
H1961	H3058	no
H1961	H3648	no
H1961	H3649	no
H1961	H3650	no
H1961	H3709	no
H1961	H3710	no
H1961	H4171	no
H1961	H4371	no
H1961	H4472	no
H1961	H4751	no
H1961	H4755	no
H1961	H4786	no
H1961	H4787	no
H1961	H4815	no
H1961	H4843	no
H1961	H4846	no
H1961	H5089	no
H1961	H5091	no
H1961	H5092	no
H1961	H6155	no
H1961	H6160	no
H1961	H6161	no
H1961	H7301	no
H1961	H7302	no
H1961	H7389	no
H1961	H7699	no
H1961	H7700	no
H1961	H7701	no
H1961	H7702	no
H1961	H7703	no
H1961	H8034	no
H1961	H8035	no
H1961	H8036	no
H1961	H8071	no
H1961	H8072	no
H1961	H8563	no
H1961	H8564	no
H1964	H1965	yes
H1966	H1974	no
H1966	H1984	no
H1966	H2053	no
H1966	H3213	no
H1966	H3214	no
H1966	H4110	no
H1966	H6466	no
H1966	H6467	no
H1966	H8416	no
H1966	H8417	no
H1966	H8552	no
H1966	H8604	no
H1966	H8605	no
H1967	H3117	no
H1967	H3118	no
H1967	H3220	no
H1967	H3222	no
H1967	H4103	no
H1967	H4672	no
H1967	H6466	no
H1967	H6467	no
H1970	H1971	no
H1974	H1984	no
H1974	H3925	no
H1974	H3928	no
H1974	H4110	yes
H1974	H8416	yes
H1974	H8417	no
H1974	H8552	no
H1974	H8604	no
H1974	H8605	no
H1975	H1976	yes
H1975	H1977	yes
H1975	H2053	no
H1976	H1977	yes
H1976	H2053	no
H1977	H2053	no
H1978	H1979	yes
H1978	H1980	yes
H1978	H1982	no
H1978	H4109	no
H1978	H8388	no
H1978	H8389	no
H1979	H1980	yes
H1979	H1982	no
H1979	H4109	no
H1979	H8388	no
H1979	H8389	no
H1980	H1982	no
H1980	H3051	no
H1980	H4109	no
H1980	H8388	no
H1980	H8389	no
H1982	H4109	unsure
H1982	H8388	no
H1982	H8389	no
H1984	H2490	no
H1984	H2491	no
H1984	H3925	no
H1984	H3928	no
H1984	H4110	unsure
H1984	H5095	no
H1984	H5126	no
H1984	H8416	unsure
H1984	H8552	no
H1984	H8604	no
H1984	H8605	no
H1985	H2490	no
H1985	H2491	no
H1985	H5095	no
H1985	H5126	no
H1985	H8417	no
H1986	H1988	no
H1986	H2114	no
H1986	H2219	unsure
H1986	H2229	no
H1986	H2230	no
H1986	H2237	no
H1986	H4205	yes
H1986	H6466	no
H1986	H6467	no
H1991	H1997	no
H1991	H1998	no
H1991	H2053	no
H1991	H3283	no
H1991	H4191	no
H1991	H4194	no
H1991	H4463	no
H1991	H4962	no
H1991	H5126	no
H1991	H8546	no
H1992	H3963	no
H1993	H1997	no
H1993	H1998	no
H1993	H2053	no
H1993	H3283	no
H1993	H4191	no
H1993	H4194	no
H1993	H4463	no
H1993	H4962	no
H1993	H5126	no
H1993	H8546	no
H1995	H1997	yes
H1995	H1998	yes
H1995	H2001	no
H1995	H2053	no
H1995	H3283	no
H1995	H3372	no
H1995	H3709	no
H1995	H3710	no
H1995	H3925	no
H1995	H3928	no
H1995	H4057	no
H1995	H4480	no
H1995	H4507	no
H1995	H4508	no
H1995	H4829	no
H1995	H4924	no
H1995	H7389	no
H1997	H3283	no
H1997	H5126	no
H1999	H3927	no
H1999	H4135	no
H1999	H4136	no
H1999	H4405	no
H1999	H4425	no
H1999	H4449	no
H1999	H5126	no
H2001	H2053	no
H2001	H3372	no
H2001	H3709	no
H2001	H3710	no
H2001	H3925	no
H2001	H3928	no
H2001	H4057	no
H2001	H4480	no
H2001	H4507	no
H2001	H4508	no
H2001	H4829	no
H2001	H4924	no
H2001	H5126	no
H2001	H7389	no
H2003	H2554	no
H2003	H2555	no
H2003	H4522	no
H2003	H5564	no
H2003	H8388	no
H2003	H8389	no
H2003	H8397	no
H2003	H8557	no
H2005	H2007	no
H2005	H2008	no
H2005	H5126	no
H2005	H5728	no
H2007	H2008	no
H2007	H5126	no
H2007	H5728	no
H2008	H5126	no
H2008	H5728	no
H2012	H3925	no
H2012	H3928	no
H2012	H5128	no
H2012	H5273	no
H2012	H5276	no
H2012	H5277	no
H2012	H5278	no
H2014	H3925	no
H2014	H3928	no
H2014	H6313	no
H2014	H6314	yes
H2015	H2016	yes
H2015	H2019	yes
H2015	H2054	no
H2015	H3925	no
H2015	H3928	no
H2015	H8388	no
H2015	H8389	no
H2015	H8419	yes
H2016	H2019	yes
H2016	H2054	no
H2016	H3925	no
H2016	H3928	no
H2016	H8388	no
H2016	H8389	no
H2016	H8419	yes
H2019	H2054	no
H2019	H3925	no
H2019	H3928	no
H2019	H8388	no
H2019	H8389	no
H2019	H8419	yes
H2021	H2684	no
H2021	H6792	no
H2021	H6793	no
H2022	H2023	no
H2022	H2029	no
H2022	H2030	no
H2022	H2036	no
H2022	H3754	no
H2022	H3755	no
H2022	H3925	no
H2022	H3928	no
H2022	H4791	unsure
H2022	H5130	no
H2022	H5131	unsure
H2022	H5472	no
H2022	H5764	no
H2022	H5927	no
H2022	H6307	no
H2022	H7215	no
H2022	H7311	no
H2022	H7312	unsure
H2022	H7315	no
H2022	H7316	no
H2022	H7317	no
H2022	H7318	no
H2022	H7389	no
H2022	H7413	no
H2022	H7426	no
H2022	H8641	no
H2023	H2036	no
H2023	H3754	no
H2023	H3755	no
H2023	H3925	no
H2023	H3928	no
H2023	H4791	no
H2023	H5130	no
H2023	H5131	no
H2023	H5472	no
H2023	H5764	no
H2023	H5927	no
H2023	H6307	no
H2023	H7215	no
H2023	H7311	no
H2023	H7312	no
H2023	H7315	no
H2023	H7316	no
H2023	H7317	no
H2023	H7318	no
H2023	H7413	no
H2023	H7426	no
H2023	H8641	no
H2026	H2027	yes
H2026	H2028	yes
H2027	H2028	yes
H2029	H2032	no
H2029	H2039	no
H2029	H3138	no
H2029	H4175	no
H2029	H4305	no
H2029	H4306	no
H2029	H5331	no
H2029	H5536	no
H2029	H5542	no
H2029	H5549	no
H2029	H5552	no
