# semantic field per MACULA lexeme (high+prior tiers, homograph-precise); CC0
strong	lexeme	lexeme_gloss	neighbor_strong	neighbor_lexeme	neighbor_gloss	relation	confidence	score
H2393	hbo:2393#_nosense		H2394	hbo:2394#1	force	similar	prior	0.5
H2393	hbo:2393#_nosense		H2392	hbo:2392#1	strength	similar	prior	0.5
H2393	hbo:2393#_nosense		H0553	hbo:0553#1	be.bold	similar	prior	0.5
H2393	hbo:2393#_nosense		H0553	hbo:0553#_nosense		similar	prior	0.5
H2393	hbo:2393#_nosense		H3581	hbo:3581#1	strength	similar	prior	0.5
H2393	hbo:2393#_nosense		H1369	hbo:1369#1	strength	similar	prior	0.5
H2393	hbo:2393#_nosense		H1369	hbo:1369#_nosense		similar	prior	0.5
H2393	hbo:2393#_nosense		H2388	hbo:2388#2	it.was.severe	similar	prior	0.5
H2393	hbo:2393#_nosense		H2388	hbo:2388#3	[am].about.to.make.strong	similar	prior	0.5
H2393	hbo:2393#_nosense		H2388	hbo:2388#_nosense		similar	prior	0.5
H2393	hbo:2393#_nosense		H2390	hbo:2390	strong	similar	prior	0.5
H2393	hbo:2393#_nosense		H0553	hbo:0553#2	they.were.[too].strong	similar	high	0.477
H2394	hbo:2394#1	force	H3581	hbo:3581#1	strength	similar	prior	0.5
H2397	hbo:2397#1	hooks	H4964	hbo:4964#1	bridle	similar	high	0.472
H2398	hbo:2398#1	we.have.sinned	H0816	hbo:0816#1	he.will.be.guilty	similar	high	0.894
H2398	hbo:2398#1	we.have.sinned	H2401	hbo:2401#1	a.sin	similar	prior	0.5
H2398	hbo:2398#2	I.will.be.culpable	H2401	hbo:2401#1	a.sin	similar	prior	0.5
H2398	hbo:2398#_nosense		H2399	hbo:2399#1	sin	similar	prior	0.5
H2398	hbo:2398#_nosense		H2401	hbo:2401#1	a.sin	similar	prior	0.5
H2399	hbo:2399#1	sin	H2401	hbo:2401#1	a.sin	similar	high	1.0
H2399	hbo:2399#1	sin	H5771	hbo:5771#1	iniquity	similar	high	0.986
H2399	hbo:2399#1	sin	H6588	hbo:6588#1	transgressions	similar	high	0.765
H2400	hbo:2400#1	sinners	H7563	hbo:7563#1	of.wicked.[people]	similar	high	0.699
H2400	hbo:2400#1	sinners	H7563	hbo:7563#_nosense		similar	prior	0.5
H2400	hbo:2400#1	sinners	H2398	hbo:2398#1	we.have.sinned	similar	prior	0.5
H2400	hbo:2400#1	sinners	H2398	hbo:2398#_nosense		similar	prior	0.5
H2400	hbo:2400#1	sinners	H2398	hbo:2398#2	I.will.be.culpable	similar	prior	0.5
H2401	hbo:2401#1	a.sin	H2399	hbo:2399#1	sin	similar	high	1.0
H2401	hbo:2401#1	a.sin	H6588	hbo:6588#1	transgressions	similar	high	0.89
H2401	hbo:2401#1	a.sin	H5771	hbo:5771#1	iniquity	similar	high	0.762
H2403	hbo:2403#_nosense		H5930	hbo:5930#1	a.burnt.offering	similar	high	0.826
H2403	hbo:2403#_nosense		H2401	hbo:2401#1	a.sin	similar	prior	0.5
H2403	hbo:2403#_nosense		H2399	hbo:2399#1	sin	similar	prior	0.5
H2403	hbo:2403#_nosense		H2398	hbo:2398#1	we.have.sinned	similar	prior	0.5
H2403	hbo:2403#_nosense		H2398	hbo:2398#_nosense		similar	prior	0.5
H2403	hbo:2403#_nosense		H2398	hbo:2398#2	I.will.be.culpable	similar	prior	0.5
H2403	hbo:2403#_nosense		H5771	hbo:5771#1	iniquity	similar	prior	0.5
H2403	hbo:2403#_nosense		H2400	hbo:2400#1	sinners	similar	prior	0.5
H2404	hbo:2404#1	cutters	H3772	hbo:3772#1	it.will.be.cut.off	similar	prior	0.5
H2404	hbo:2404#1	cutters	H3772	hbo:3772#_nosense		similar	prior	0.5
H2404	hbo:2404#1	cutters	H3772	hbo:3772#2	it.was.chewed	similar	prior	0.5
H2404	hbo:2404#1	cutters	H2672	hbo:2672#1	dug.out	similar	prior	0.5
H2404	hbo:2404#1	cutters	H2672	hbo:2672b#1	stonemasons	similar	prior	0.5
H2404	hbo:2404#1	cutters	H6086	hbo:6086#1	wood(s)	similar	prior	0.5
H2406	hbo:2406#1	wheat(s)	H8184	hbo:8184#1	barley(s)	similar	high	0.956
H2406	hbo:2406#1	wheat(s)	H5742	hbo:5742#1	lentils	similar	high	0.85
H2406	hbo:2406#1	wheat(s)	H3759	hbo:3759a#1	new.corn	similar	prior	0.5
H2406	hbo:2406#1	wheat(s)	H3759	hbo:3759#1	orchard	similar	prior	0.5
H2406	hbo:2406#1	wheat(s)	H1250	hbo:1250	of.grain	similar	prior	0.5
H2406	hbo:2406#1	wheat(s)	H1715	hbo:1715#1	grain	similar	prior	0.5
H2406	hbo:2406#1	wheat(s)	H2590	hbo:2590	embalm	similar	prior	0.5
H2408	hbo:2408	sin	H2402	hbo:2402	sin	similar	prior	0.5
H2409	hbo:2409	a.sin.offering	H2402	hbo:2402	sin	similar	prior	0.5
H2409	hbo:2409	a.sin.offering	H2408	hbo:2408	sin	similar	prior	0.5
H2414	hbo:2414#1	you.will.seize	H1497	hbo:1497#1	he.has.robbed	similar	high	0.816
H2414	hbo:2414#1	you.will.seize	H8610	hbo:8610#_nosense		similar	prior	0.5
H2414	hbo:2414#1	you.will.seize	H8610	hbo:8610#1	he.seized	similar	prior	0.5
H2414	hbo:2414#1	you.will.seize	H8610	hbo:8610#2	you.will.be.captured	similar	prior	0.5
H2416	hbo:2416#1	[by].the.life	H2421	hbo:2421#1	he.lived	similar	high	1.0
H2416	hbo:2416#1	[by].the.life	H2421	hbo:2421#2	preserve	similar	high	0.985
H2416	hbo:2416#1	[by].the.life	H2421	hbo:2421#_nosense		similar	high	0.926
H2416	hbo:2416#1	[by].the.life	H2465	hbo:2465#1	lifespan	similar	prior	0.5
H2416	hbo:2416#1	[by].the.life	H5775	hbo:5775#1	the.bird[s]	similar	prior	0.5
H2416	hbo:2416#1	[by].the.life	H1709	hbo:1709#1	the.fish(es)	similar	prior	0.5
H2416	hbo:2416#1	[by].the.life	H0929	hbo:0929#1	livestock	similar	prior	0.5
H2416	hbo:2416#1	[by].the.life	H4241	hbo:4241	preservation.of.life	similar	prior	0.5
H2416	hbo:2416#1	[by].the.life	H4194	hbo:4194#1	death	antonym	recall	0.491
H2416	hbo:2416#2	one	H2421	hbo:2421#1	he.lived	similar	high	1.0
H2416	hbo:2416#2	one	H2465	hbo:2465#1	lifespan	similar	prior	0.5
H2416	hbo:2416#2	one	H5775	hbo:5775#1	the.bird[s]	similar	prior	0.5
H2416	hbo:2416#2	one	H1709	hbo:1709#1	the.fish(es)	similar	prior	0.5
H2416	hbo:2416#2	one	H2421	hbo:2421#_nosense		similar	prior	0.5
H2416	hbo:2416#2	one	H2421	hbo:2421#2	preserve	similar	prior	0.5
H2416	hbo:2416#2	one	H0929	hbo:0929#1	livestock	similar	prior	0.5
H2416	hbo:2416#2	one	H4241	hbo:4241	preservation.of.life	similar	prior	0.5
H2416	hbo:2416a#1	living	H0929	hbo:0929#1	livestock	similar	high	0.714
H2416	hbo:2416a#1	living	H5775	hbo:5775#1	the.bird[s]	similar	high	0.637
H2416	hbo:2416a#1	living	H8318	hbo:8318#1	thing	similar	high	0.63
H2416	hbo:2416a#1	living	H7431	hbo:7431#1	creeping.thing[s]	similar	high	0.622
H2416	hbo:2416a#1	living	H2465	hbo:2465#1	lifespan	similar	prior	0.5
H2416	hbo:2416a#1	living	H1709	hbo:1709#1	the.fish(es)	similar	prior	0.5
H2416	hbo:2416a#1	living	H2421	hbo:2421#1	he.lived	similar	prior	0.5
H2416	hbo:2416a#1	living	H2421	hbo:2421#_nosense		similar	prior	0.5
H2416	hbo:2416a#1	living	H2421	hbo:2421#2	preserve	similar	prior	0.5
H2416	hbo:2416a#1	living	H4241	hbo:4241	preservation.of.life	similar	prior	0.5
H2416	hbo:2416c#1	the.animal[s]	H5775	hbo:5775#1	the.bird[s]	similar	high	1.0
H2416	hbo:2416c#1	the.animal[s]	H0929	hbo:0929#1	livestock	similar	high	1.0
H2416	hbo:2416c#1	the.animal[s]	H7431	hbo:7431#1	creeping.thing[s]	similar	high	0.964
H2416	hbo:2416c#1	the.animal[s]	H8318	hbo:8318#1	thing	similar	high	0.772
H2416	hbo:2416c#1	the.animal[s]	H2465	hbo:2465#1	lifespan	similar	prior	0.5
H2416	hbo:2416c#1	the.animal[s]	H2421	hbo:2421#1	he.lived	similar	prior	0.5
H2416	hbo:2416c#1	the.animal[s]	H2421	hbo:2421#_nosense		similar	prior	0.5
H2416	hbo:2416c#1	the.animal[s]	H2421	hbo:2421#2	preserve	similar	prior	0.5
H2416	hbo:2416c#1	the.animal[s]	H4241	hbo:4241	preservation.of.life	similar	prior	0.5
H2417	hbo:2417	the.living	H2423	hbo:2423	the.animal[s]	similar	prior	0.5
H2417	hbo:2417	the.living	H2418	hbo:2418	live!	similar	prior	0.5
H2417	hbo:2417	the.living	H2421	hbo:2421#1	he.lived	similar	prior	0.5
H2417	hbo:2417	the.living	H2421	hbo:2421#_nosense		similar	prior	0.5
H2417	hbo:2417	the.living	H2421	hbo:2421#2	preserve	similar	prior	0.5
H2417	hbo:2417	the.living	H2416	hbo:2416a#1	living	similar	prior	0.5
H2417	hbo:2417	the.living	H2416	hbo:2416c#1	the.animal[s]	similar	prior	0.5
H2417	hbo:2417	the.living	H2416	hbo:2416#1	[by].the.life	similar	prior	0.5
H2417	hbo:2417	the.living	H2416	hbo:2416#2	one	similar	prior	0.5
H2420	hbo:2420#1	riddle	H2330	hbo:2330#1	let.me.ask.a.riddle	similar	high	1.0
H2420	hbo:2420#1	riddle	H1819	hbo:1819#1	are.you.like	similar	prior	0.5
H2420	hbo:2420#1	riddle	H1819	hbo:1819#_nosense		similar	prior	0.5
H2420	hbo:2420#1	riddle	H1819	hbo:1819#2	that.we.may.be.alike	similar	prior	0.5
H2421	hbo:2421#1	he.lived	H4191	hbo:4191#1	he.died	antonym	recall	0.729
H2421	hbo:2421#1	he.lived	H4191	hbo:4191#_nosense		antonym	recall	0.723
H2421	hbo:2421#2	preserve	H2416	hbo:2416#1	[by].the.life	similar	high	0.985
H2422	hbo:2422	[are].vigorous	H2421	hbo:2421#1	he.lived	similar	prior	0.5
H2422	hbo:2422	[are].vigorous	H2421	hbo:2421#_nosense		similar	prior	0.5
H2422	hbo:2422	[are].vigorous	H2421	hbo:2421#2	preserve	similar	prior	0.5
H2422	hbo:2422	[are].vigorous	H2416	hbo:2416a#1	living	similar	prior	0.5
H2422	hbo:2422	[are].vigorous	H2416	hbo:2416c#1	the.animal[s]	similar	prior	0.5
H2422	hbo:2422	[are].vigorous	H2416	hbo:2416#1	[by].the.life	similar	prior	0.5
H2422	hbo:2422	[are].vigorous	H2416	hbo:2416#2	one	similar	prior	0.5
H2422	hbo:2422	[are].vigorous	H4241	hbo:4241	preservation.of.life	similar	prior	0.5
H2422	hbo:2422	[are].vigorous	H2424	hbo:2424	of.living	similar	prior	0.5
H2423	hbo:2423	the.animal[s]	H2418	hbo:2418	live!	similar	prior	0.5
H2424	hbo:2424	of.living	H4241	hbo:4241	preservation.of.life	similar	prior	0.5
H2424	hbo:2424	of.living	H2421	hbo:2421#1	he.lived	similar	prior	0.5
H2424	hbo:2424	of.living	H2421	hbo:2421#_nosense		similar	prior	0.5
H2424	hbo:2424	of.living	H2421	hbo:2421#2	preserve	similar	prior	0.5
H2424	hbo:2424	of.living	H2416	hbo:2416a#1	living	similar	prior	0.5
H2424	hbo:2424	of.living	H2416	hbo:2416c#1	the.animal[s]	similar	prior	0.5
H2424	hbo:2424	of.living	H2416	hbo:2416#1	[by].the.life	similar	prior	0.5
H2424	hbo:2424	of.living	H2416	hbo:2416#2	one	similar	prior	0.5
H2426	hbo:2426#1	rampart	H4694	hbo:4694#1	fortifications	similar	prior	0.5
H2426	hbo:2426#1	rampart	H5550	hbo:5550#1	a.mound	similar	prior	0.5
H2426	hbo:2426#1	rampart	H4692	hbo:4692#1	of.siege	similar	prior	0.5
H2426	hbo:2426#1	rampart	H4692	hbo:4692a#1	[the].fortification	similar	prior	0.5
H2426	hbo:2426#1	rampart	H2344	hbo:2344#1	sand	similar	prior	0.5
H2426	hbo:2426#1	rampart	H2344	hbo:2344#2	than.[the].sand	similar	prior	0.5
H2426	hbo:2426#1	rampart	H4246	hbo:4246#1	dancing(s)	similar	prior	0.5
H2428	hbo:2428#1	of.strength	H1368	hbo:1368#1	warriors	similar	high	1.0
H2428	hbo:2428#1	of.strength	H1416	hbo:1416#1	band	similar	high	0.914
H2428	hbo:2428#1	of.strength	H1368	hbo:1368#_nosense		similar	high	0.901
H2428	hbo:2428#1	of.strength	H1369	hbo:1369#1	strength	similar	prior	0.5
H2428	hbo:2428#1	of.strength	H1369	hbo:1369#_nosense		similar	prior	0.5
H2428	hbo:2428#1	of.strength	H3581	hbo:3581#1	strength	similar	prior	0.5
H2428	hbo:2428#1	of.strength	H1952	hbo:1952#_nosense		similar	prior	0.5
H2428	hbo:2428#1	of.strength	H6635	hbo:6635#1	of.hosts	similar	prior	0.5
H2428	hbo:2428#1	of.strength	H6635	hbo:6635#2	of.warfare	similar	prior	0.5
H2433	hbo:2433	the.grace	H8467	hbo:8467#1	supplication	similar	prior	0.5
H2433	hbo:2433	the.grace	H2580	hbo:2580#1	favor	similar	prior	0.5
H2433	hbo:2433	the.grace	H2587	hbo:2587#1	gracious	similar	prior	0.5
H2433	hbo:2433	the.grace	H2603	hbo:2603#_nosense		similar	prior	0.5
H2433	hbo:2433	the.grace	H2603	hbo:2603#2	[one.who].shows.favor.to	similar	prior	0.5
H2433	hbo:2433	the.grace	H2603	hbo:2603#1	show	similar	prior	0.5
H2433	hbo:2433	the.grace	H2594	hbo:2594	favor	similar	prior	0.5
H2433	hbo:2433	the.grace	H2589	hbo:2589	destruction	similar	prior	0.5
H2433	hbo:2433	the.grace	H8469	hbo:8469#1	supplications	similar	prior	0.5
H2435	hbo:2435#1	outer	H6442	hbo:6442#1	inner	antonym	recall	0.883
H2435	hbo:2435#1	outer	H6442	hbo:6442#_nosense		antonym	recall	0.737
H2441	hbo:2441#1	palate	H3956	hbo:3956#1	tongue	similar	high	0.765
H2441	hbo:2441#1	palate	H2938	hbo:2938	it.tasted	similar	prior	0.5
H2441	hbo:2441#1	palate	H6310	hbo:6310#1	mouth	similar	prior	0.5
H2443	hbo:2443#1	a.fish.hook	H4365	hbo:4365	his.fishing	similar	prior	0.5
H2443	hbo:2443#1	a.fish.hook	H2764	hbo:2764#1	thing[s]	similar	prior	0.5
H2443	hbo:2443#1	a.fish.hook	H4685	hbo:4685	[is].snares	similar	prior	0.5
H2443	hbo:2443#1	a.fish.hook	H2598	hbo:2598#1	the.dedication	similar	prior	0.5
H2445	hbo:2445#1	the.wise.men	H3730	hbo:3730#1	a.bulb	similar	prior	0.5
H2445	hbo:2445#1	the.wise.men	H2452	hbo:2452	(the)	similar	prior	0.5
H2447	hbo:2447	dark	H2448	hbo:2448	dullness	similar	prior	0.5
H2449	hbo:2449#1	it.is.wise	H7919	hbo:7919#_nosense		similar	high	0.922
H2449	hbo:2449#2	act.wisely	H7919	hbo:7919#_nosense		similar	high	0.751
H2449	hbo:2449#2	act.wisely	H0995	hbo:0995#_nosense		similar	prior	0.5
H2450	hbo:2450#1	wise	H2451	hbo:2451#1	wisdom	similar	high	0.992
H2450	hbo:2450#1	wise	H0995	hbo:0995#_nosense		similar	high	0.666
H2450	hbo:2450#1	wise	H5530	hbo:5530#1	fool	antonym	recall	0.53
H2450	hbo:2450#1	wise	H5608	hbo:5608#1	he.recounted	similar	prior	0.5
H2450	hbo:2450#1	wise	H5608	hbo:5608#2	measure.[it]	similar	prior	0.5
H2450	hbo:2450#1	wise	H5608	hbo:5608a#1	scribe	similar	prior	0.5
H2450	hbo:2450#1	wise	H5608	hbo:5608#_nosense		similar	prior	0.5
H2450	hbo:2450#1	wise	H7919	hbo:7919#_nosense		similar	prior	0.5
H2450	hbo:2450#1	wise	H2449	hbo:2449#2	act.wisely	similar	prior	0.5
H2450	hbo:2450#1	wise	H2454	hbo:2454#1	wisdom(s)	similar	prior	0.5
H2450	hbo:2450#_nosense		H2451	hbo:2451#1	wisdom	similar	high	0.839
H2450	hbo:2450#_nosense		H7919	hbo:7919#_nosense		similar	high	0.699
H2450	hbo:2450#_nosense		H6953	hbo:6953#1	Teacher	similar	high	0.667
H2450	hbo:2450#_nosense		H5530	hbo:5530#1	fool	antonym	recall	0.602
H2450	hbo:2450#_nosense		H5608	hbo:5608#1	he.recounted	similar	prior	0.5
H2450	hbo:2450#_nosense		H5608	hbo:5608#2	measure.[it]	similar	prior	0.5
H2450	hbo:2450#_nosense		H5608	hbo:5608a#1	scribe	similar	prior	0.5
H2450	hbo:2450#_nosense		H5608	hbo:5608#_nosense		similar	prior	0.5
H2450	hbo:2450#_nosense		H0995	hbo:0995#_nosense		similar	prior	0.5
H2450	hbo:2450#_nosense		H2454	hbo:2454#1	wisdom(s)	similar	prior	0.5
H2451	hbo:2451#1	wisdom	H2450	hbo:2450#1	wise	similar	high	0.992
H2451	hbo:2451#1	wisdom	H1847	hbo:1847#1	knowledge	similar	high	0.946
H2451	hbo:2451#1	wisdom	H8394	hbo:8394#1	understanding	similar	high	0.942
H2451	hbo:2451#1	wisdom	H0998	hbo:0998#1	understanding	similar	high	0.934
H2451	hbo:2451#1	wisdom	H2450	hbo:2450#_nosense		similar	high	0.839
H2451	hbo:2451#1	wisdom	H4093	hbo:4093#1	knowledge	similar	high	0.826
H2451	hbo:2451#1	wisdom	H5531	hbo:5531#1	folly	antonym	recall	0.659
H2451	hbo:2451#1	wisdom	H7919	hbo:7919#_nosense		similar	prior	0.5
H2451	hbo:2451#1	wisdom	H2940	hbo:2940#1	taste	similar	prior	0.5
H2451	hbo:2451#1	wisdom	H4148	hbo:4148#1	discipline	similar	prior	0.5
H2451	hbo:2451#1	wisdom	H1843	hbo:1843#1	knowledge	similar	prior	0.5
H2451	hbo:2451#1	wisdom	H8454	hbo:8454#1	sound.wisdom	similar	prior	0.5
H2451	hbo:2451#1	wisdom	H2449	hbo:2449#1	it.is.wise	similar	prior	0.5
H2451	hbo:2451#1	wisdom	H2449	hbo:2449#2	act.wisely	similar	prior	0.5
H2452	hbo:2452	(the)	H4486	hbo:4486#1	understanding	similar	prior	0.5
H2454	hbo:2454#1	wisdom(s)	H2451	hbo:2451#1	wisdom	similar	high	0.968
H2454	hbo:2454#1	wisdom(s)	H8394	hbo:8394#1	understanding	similar	prior	0.5
H2454	hbo:2454#1	wisdom(s)	H0995	hbo:0995#_nosense		similar	prior	0.5
H2454	hbo:2454#1	wisdom(s)	H2449	hbo:2449#1	it.is.wise	similar	prior	0.5
H2454	hbo:2454#1	wisdom(s)	H2449	hbo:2449#2	act.wisely	similar	prior	0.5
H2455	hbo:2455#1	a.profane.thing	H2490	hbo:2490#1	he.began	similar	prior	0.5
H2455	hbo:2455#1	a.profane.thing	H2490	hbo:2490#_nosense		similar	prior	0.5
H2455	hbo:2455#1	a.profane.thing	H2490	hbo:2490#2	[those	similar	prior	0.5
H2455	hbo:2455#1	a.profane.thing	H8462	hbo:8462#1	beginning	similar	prior	0.5
H2455	hbo:2455#1	a.profane.thing	H6944	hbo:6944#1	holiness	antonym	recall	0.336
H2461	hbo:2461#1	of.milk	H1706	hbo:1706#1	honey	similar	high	1.0
H2461	hbo:2461#1	of.milk	H2529	hbo:2529#1	curd[s]	similar	high	0.759
H2470	hbo:2470#1	[is].sick	H7495	hbo:7495#1	heal	antonym	recall	0.66
H2470	hbo:2470#1	[is].sick	H6279	hbo:6279#1	he.was.entreated	similar	prior	0.5
H2470	hbo:2470#2	he.became.sick	H6279	hbo:6279#1	he.was.entreated	similar	prior	0.5
H2470	hbo:2470#2	he.became.sick	H2483	hbo:2483#1	sickness	similar	prior	0.5
H2470	hbo:2470#3	I.will.be.weak	H7495	hbo:7495#_nosense		antonym	recall	0.645
H2470	hbo:2470#3	I.will.be.weak	H6279	hbo:6279#1	he.was.entreated	similar	prior	0.5
H2470	hbo:2470#3	I.will.be.weak	H2483	hbo:2483#1	sickness	similar	prior	0.5
H2470	hbo:2470#4	severe	H2483	hbo:2483#1	sickness	similar	high	0.779
H2470	hbo:2470#4	severe	H5218	hbo:5218a#1	stricken	similar	high	0.521
H2470	hbo:2470#4	severe	H6279	hbo:6279#1	he.was.entreated	similar	prior	0.5
H2470	hbo:2470#_nosense		H6279	hbo:6279#1	he.was.entreated	similar	prior	0.5
H2470	hbo:2470#_nosense		H2483	hbo:2483#1	sickness	similar	prior	0.5
H2470	hbo:2470#_nosense		H7495	hbo:7495#1	heal	antonym	recall	0.39
H2470	hbo:2470a#1	entreat	H6419	hbo:6419#1	pray	similar	high	0.678
H2470	hbo:2470a#1	entreat	H6279	hbo:6279#1	he.was.entreated	similar	prior	0.5
H2470	hbo:2470a#1	entreat	H2483	hbo:2483#1	sickness	similar	prior	0.5
H2471	hbo:2471#1	cakes	H7550	hbo:7550#1	wafers	similar	high	1.0
H2471	hbo:2471#1	cakes	H4682	hbo:4682#1	unleavened.bread(s)	similar	high	0.94
H2471	hbo:2471#1	cakes	H2474	hbo:2474#1	windows	similar	prior	0.5
H2471	hbo:2471#1	cakes	H4247	hbo:4247	holes	similar	prior	0.5
H2471	hbo:2471#1	cakes	H2490	hbo:2490#1	he.began	similar	prior	0.5
H2471	hbo:2471#1	cakes	H2490	hbo:2490#_nosense		similar	prior	0.5
H2471	hbo:2471#1	cakes	H2490	hbo:2490#2	[those	similar	prior	0.5
H2471	hbo:2471#1	cakes	H2485	hbo:2485#1	flute	similar	prior	0.5
H2472	hbo:2472#1	a.dream	H6622	hbo:6622#1	he.interpreted	similar	high	0.711
H2472	hbo:2472#1	a.dream	H2377	hbo:2377#1	vision	similar	high	0.656
H2472	hbo:2472#1	a.dream	H2384	hbo:2384#_nosense		similar	high	0.626
H2472	hbo:2472#1	a.dream	H6623	hbo:6623#1	to.the.interpretation	similar	high	0.608
H2472	hbo:2472#1	a.dream	H2492	hbo:2492a#2	the.dreamer	similar	prior	0.5
H2475	hbo:2475	of.passing.away	H4253	hbo:4253	the.plaits	similar	prior	0.5
H2475	hbo:2475	of.passing.away	H2487	hbo:2487#1	changes	similar	prior	0.5
H2475	hbo:2475	of.passing.away	H2498	hbo:2498#1	he.changed	similar	prior	0.5
H2475	hbo:2475	of.passing.away	H2498	hbo:2498#2	it.will.pass.away	similar	prior	0.5
H2475	hbo:2475	of.passing.away	H4252	hbo:4252	knives	similar	prior	0.5
H2476	hbo:2476	of.weakness	H2523	hbo:2523	[man]	similar	prior	0.5
H2476	hbo:2476	of.weakness	H2522	hbo:2522a	he.defeated	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2427	hbo:2427#1	anguish	similar	high	0.7
H2479	hbo:2479#1	anguish	H3708	hbo:3708	provocation	similar	prior	0.5
H2479	hbo:2479#1	anguish	H6735	hbo:6735a#1	an.envoy	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2342	hbo:2342a#1	I.was.brought.forth	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2342	hbo:2342a#2	he.was.in.severe.pain	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2342	hbo:2342#1	dancers	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2342	hbo:2342a#_nosense		similar	prior	0.5
H2479	hbo:2479#1	anguish	H2342	hbo:2342#2	it.will.whirl.about	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2342	hbo:2342a#4	it.writhed	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2426	hbo:2426#1	rampart	similar	prior	0.5
H2479	hbo:2479#1	anguish	H4234	hbo:4234	dancing	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2344	hbo:2344#1	sand	similar	prior	0.5
H2479	hbo:2479#1	anguish	H2344	hbo:2344#2	than.[the].sand	similar	prior	0.5
H2479	hbo:2479#1	anguish	H4246	hbo:4246#1	dancing(s)	similar	prior	0.5
H2479	hbo:2479#1	anguish	H6735	hbo:6735b#1	pangs	similar	high	0.496
H2481	hbo:2481	an.ornament	H7720	hbo:7720#1	ornaments	similar	prior	0.5
H2483	hbo:2483#1	sickness	H4245	hbo:4245#1	sickness	similar	high	0.917
H2483	hbo:2483#1	sickness	H2470	hbo:2470#4	severe	similar	high	0.779
H2483	hbo:2483#1	sickness	H2470	hbo:2470#1	[is].sick	similar	high	0.64
H2483	hbo:2483#1	sickness	H7495	hbo:7495#1	heal	antonym	recall	0.382
H2484	hbo:2484	jewelry	H2481	hbo:2481	an.ornament	similar	prior	0.5
H2485	hbo:2485#1	flute	H3658	hbo:3658#1	harps	similar	high	0.848
H2485	hbo:2485#1	flute	H8596	hbo:8596#1	tambourines	similar	high	0.79
H2485	hbo:2485#1	flute	H5748	hbo:5748#1	flute	similar	high	0.676
H2485	hbo:2485#1	flute	H2689	hbo:2689#1	trumpets	similar	high	0.55
H2485	hbo:2485#1	flute	H2474	hbo:2474#1	windows	similar	prior	0.5
H2485	hbo:2485#1	flute	H4247	hbo:4247	holes	similar	prior	0.5
H2485	hbo:2485#1	flute	H2490	hbo:2490#1	he.began	similar	prior	0.5
H2485	hbo:2485#1	flute	H2490	hbo:2490#_nosense		similar	prior	0.5
H2485	hbo:2485#1	flute	H2490	hbo:2490#2	[those	similar	prior	0.5
H2487	hbo:2487#1	changes	H4171	hbo:4171#1	he.will.exchange	similar	prior	0.5
H2487	hbo:2487#1	changes	H4253	hbo:4253	the.plaits	similar	prior	0.5
H2487	hbo:2487#1	changes	H2498	hbo:2498#1	he.changed	similar	prior	0.5
H2487	hbo:2487#1	changes	H2498	hbo:2498#2	it.will.pass.away	similar	prior	0.5
H2487	hbo:2487#1	changes	H4252	hbo:4252	knives	similar	prior	0.5
H2488	hbo:2488	spoil	H2502	hbo:2502#2	people.will.tear.out	similar	prior	0.5
H2488	hbo:2488	spoil	H2502	hbo:2502a#1	equipped	similar	prior	0.5
H2488	hbo:2488	spoil	H2502	hbo:2502a#_nosense		similar	prior	0.5
H2488	hbo:2488	spoil	H2502	hbo:2502#_nosense		similar	prior	0.5
H2488	hbo:2488	spoil	H2502	hbo:2502#1	rescue	similar	prior	0.5
H2490	hbo:2490#1	he.began	H6942	hbo:6942#_nosense		antonym	recall	0.725
H2490	hbo:2490#1	he.began	H6942	hbo:6942#1	consecrate	antonym	recall	0.674
H2490	hbo:2490#1	he.began	H8462	hbo:8462#1	beginning	similar	prior	0.5
H2490	hbo:2490#1	he.began	H2474	hbo:2474#1	windows	similar	prior	0.5
H2490	hbo:2490#2	[those	H8462	hbo:8462#1	beginning	similar	prior	0.5
H2490	hbo:2490#2	[those	H2474	hbo:2474#1	windows	similar	prior	0.5
H2490	hbo:2490#_nosense		H6942	hbo:6942#_nosense		antonym	recall	0.74
H2490	hbo:2490#_nosense		H8462	hbo:8462#1	beginning	similar	prior	0.5
H2490	hbo:2490#_nosense		H2474	hbo:2474#1	windows	similar	prior	0.5
H2491	hbo:2491#1	slain	H5221	hbo:5221#1	he.struck.down	similar	high	0.592
H2491	hbo:2491#1	slain	H2026	hbo:2026#1	kill	similar	high	0.591
H2491	hbo:2491#1	slain	H5221	hbo:5221#_nosense		similar	prior	0.5
H2491	hbo:2491#1	slain	H5221	hbo:5221#2	when.struck.down	similar	prior	0.5
H2491	hbo:2491#1	slain	H4272	hbo:4272#1	he.smashes	similar	prior	0.5
H2491	hbo:2491#1	slain	H4191	hbo:4191#1	he.died	similar	prior	0.5
H2491	hbo:2491#1	slain	H4191	hbo:4191#_nosense		similar	prior	0.5
H2491	hbo:2491#1	slain	H4191	hbo:4191#2	someone.will.die	similar	prior	0.5
H2491	hbo:2491#1	slain	H8462	hbo:8462#1	beginning	similar	prior	0.5
