# semantic field per Strong's (high+prior tiers, rolled from lexeme neighbors); CC0
strong	neighbor	neighbor_gloss	relation	confidence	score
H1694	H1692	cleave	similar	prior	0.5
H1695	H1692	cleave	similar	prior	0.5
H1695	H5060	touch	similar	prior	0.5
H1695	H1694	joint	similar	prior	0.5
H1696	H6680	command	similar	high	0.897
H1696	H0559	say	similar	high	0.897
H1696	H7121	call	similar	prior	0.5
H1696	H7878	muse	similar	prior	0.5
H1696	H6030	dwell	similar	prior	0.5
H1696	H4448	speak	similar	prior	0.5
H1696	H0981	speak rashly	similar	prior	0.5
H1696	H1703	word	similar	prior	0.5
H1696	H1697	word	similar	prior	0.5
H1696	H1699	pasture	similar	prior	0.5
H1696	H1682	bee	similar	prior	0.5
H1696	H4057	mouth	similar	prior	0.5
H1696	H1702	raft	similar	prior	0.5
H1697	H5612	scroll	similar	high	0.79
H1697	H8089	report	similar	prior	0.5
H1697	H6673	command	similar	prior	0.5
H1697	H0565	word	similar	prior	0.5
H1697	H0562	word	similar	prior	0.5
H1697	H8088	sound	similar	prior	0.5
H1697	H1682	bee	similar	prior	0.5
H1697	H4057	mouth	similar	prior	0.5
H1697	H1699	pasture	similar	prior	0.5
H1698	H7458	famine	similar	high	0.913
H1698	H6986	destruction	similar	prior	0.5
H1698	H5061	plague	similar	prior	0.5
H1698	H4245	sickness	similar	prior	0.5
H1698	H2721	drought	similar	prior	0.5
H1698	H5063	plague	similar	prior	0.5
H1698	H1682	bee	similar	prior	0.5
H1698	H1702	raft	similar	prior	0.5
H1698	H1687	sanctuary	similar	prior	0.5
H1698	H1699	pasture	similar	prior	0.5
H1698	H1703	word	similar	prior	0.5
H1698	H4057	mouth	similar	prior	0.5
H1698	H1696	speak	similar	prior	0.5
H1698	H1697	word	similar	prior	0.5
H1699	H1682	bee	similar	prior	0.5
H1699	H4057	mouth	similar	prior	0.5
H1700	H1697	word	similar	high	0.816
H1700	H0182	because	similar	high	0.627
H1700	H1687	sanctuary	similar	prior	0.5
H1700	H4057	mouth	similar	prior	0.5
H1700	H1682	bee	similar	prior	0.5
H1700	H1703	word	similar	prior	0.5
H1700	H1696	speak	similar	prior	0.5
H1700	H1702	raft	similar	prior	0.5
H1700	H1698	pestilence	similar	prior	0.5
H1700	H1699	pasture	similar	prior	0.5
H1702	H1699	pasture	similar	prior	0.5
H1702	H1682	bee	similar	prior	0.5
H1702	H1703	word	similar	prior	0.5
H1702	H1697	word	similar	prior	0.5
H1702	H4057	mouth	similar	prior	0.5
H1703	H1697	word	similar	prior	0.5
H1703	H1699	pasture	similar	prior	0.5
H1703	H1682	bee	similar	prior	0.5
H1703	H4057	mouth	similar	prior	0.5
H1706	H2461	milk	similar	high	1.0
H1706	H5317	honey	similar	prior	0.5
H1706	H6688	honeycomb	similar	prior	0.5
H1706	H1707	hump	similar	prior	0.5
H1709	H1710	fish	similar	high	1.0
H1709	H5775	bird	similar	high	0.831
H1709	H7431	creeping	similar	high	0.778
H1709	H2416	alive	similar	high	0.723
H1709	H0929	animal	similar	high	0.645
H1709	H1711	multiply	similar	prior	0.5
H1710	H1709	Fish (Gate)	similar	high	1.0
H1710	H1711	multiply	similar	prior	0.5
H1713	H1714	standard	similar	prior	0.5
H1715	H8492	new wine	similar	high	1.0
H1715	H8393	produce	similar	high	0.821
H1715	H7668	grain	similar	prior	0.5
H1717	H7699	breast	similar	high	0.693
H1722	H6523	iron	similar	high	1.0
H1722	H2635	clay	similar	high	0.979
H1725	H8410	elm	similar	prior	0.5
H1726	H1725	rush	similar	prior	0.5
H1726	H8410	elm	similar	prior	0.5
H1728	H1729	fishhook	similar	prior	0.5
H1728	H1709	Fish (Gate)	similar	prior	0.5
H1728	H1711	multiply	similar	prior	0.5
H1728	H1710	fish	similar	prior	0.5
H1728	H1770	fish	similar	prior	0.5
H1729	H1710	fish	similar	prior	0.5
H1729	H1770	fish	similar	prior	0.5
H1729	H1711	multiply	similar	prior	0.5
H1729	H1709	Fish (Gate)	similar	prior	0.5
H1730	H3039	beloved	similar	high	0.738
H1730	H0157	love	similar	high	0.594
H1730	H7453	neighbor	similar	prior	0.5
H1730	H1733	aunt	similar	prior	0.5
H1730	H2524	father-in-law	similar	prior	0.5
H1730	H1731	pot	similar	prior	0.5
H1730	H1736	mandrake	similar	prior	0.5
H1731	H6517	pot	similar	prior	0.5
H1731	H2935	basket	similar	prior	0.5
H1731	H6357	topaz	similar	prior	0.5
H1731	H5536	basket	similar	prior	0.5
H1731	H1733	aunt	similar	prior	0.5
H1731	H1736	mandrake	similar	prior	0.5
H1736	H1733	aunt	similar	prior	0.5
H1738	H1739	sick	similar	prior	0.5
H1738	H4064	disease	similar	prior	0.5
H1738	H1742	faint	similar	prior	0.5
H1741	H4064	disease	similar	prior	0.5
H1741	H1739	sick	similar	prior	0.5
H1741	H1742	faint	similar	prior	0.5
H1741	H1738	be sick	similar	prior	0.5
H1742	H2470	be weak	similar	prior	0.5
H1742	H1739	sick	similar	prior	0.5
H1743	H1854	crush	similar	prior	0.5
H1745	H1747	silence	similar	prior	0.5
H1752	H1755	generation	similar	prior	0.5
H1752	H4071	pile	similar	prior	0.5
H1752	H1754	circle	similar	prior	0.5
H1753	H1859	generation	similar	prior	0.5
H1753	H4070	dwelling	similar	prior	0.5
H1753	H8411	continuance	similar	prior	0.5
H1754	H4071	pile	similar	prior	0.5
H1754	H1755	generation	similar	prior	0.5
H1755	H5769	forever	similar	high	1.0
H1758	H1854	crush	similar	high	0.667
H1758	H0947	trample	similar	prior	0.5
H1758	H1637	threshing floor	similar	prior	0.5
H1758	H1786	threshing	similar	prior	0.5
H1758	H4098	threshed	similar	prior	0.5
H1758	H1788	ibex	similar	prior	0.5
H1760	H1644	drive out	similar	prior	0.5
H1760	H1762	falling	similar	prior	0.5
H1760	H4072	ruin	similar	prior	0.5
H1765	H0926	dismay	similar	high	0.566
H1767	H4390	fill	similar	prior	0.5
H1767	H5606	slap	similar	prior	0.5
H1767	H7654	satiety	similar	prior	0.5
H1770	H1710	fish	similar	prior	0.5
H1770	H1711	multiply	similar	prior	0.5
H1770	H1709	Fish (Gate)	similar	prior	0.5
H1771	H1729	fishhook	similar	prior	0.5
H1771	H1710	fish	similar	prior	0.5
H1771	H1709	Fish (Gate)	similar	prior	0.5
H1771	H1728	fisher	similar	prior	0.5
H1771	H1711	multiply	similar	prior	0.5
H1771	H1770	fish	similar	prior	0.5
H1772	H5861	bird of prey	similar	prior	0.5
H1773	H4064	disease	similar	prior	0.5
H1773	H1742	faint	similar	prior	0.5
H1773	H1741	illness	similar	prior	0.5
H1773	H1739	sick	similar	prior	0.5
H1773	H1738	be sick	similar	prior	0.5
H1777	H8199	judge	similar	high	0.79
H1777	H7378	contend	similar	high	0.635
H1777	H6664	righteousness	similar	high	0.593
H1777	H1779	judgment	similar	prior	0.5
H1777	H4066	strife	similar	prior	0.5
H1778	H1784	judge	similar	prior	0.5
H1778	H1782	judge	similar	prior	0.5
H1778	H4083	province	similar	prior	0.5
H1778	H1780	judgment	similar	prior	0.5
H1780	H4083	province	similar	prior	0.5
H1781	H6414	judge	similar	prior	0.5
H1781	H4079	contention	similar	prior	0.5
H1781	H1779	judgment	similar	prior	0.5
H1781	H4090	strife	similar	prior	0.5
H1781	H1777	judge	similar	prior	0.5
H1781	H4066	strife	similar	prior	0.5
H1782	H1780	judgment	similar	prior	0.5
H1782	H4083	province	similar	prior	0.5
H1784	H4083	province	similar	prior	0.5
H1784	H1780	judgment	similar	prior	0.5
H1784	H1782	judge	similar	prior	0.5
H1786	H1788	ibex	similar	prior	0.5
H1790	H6041	afflicted	similar	high	0.643
H1790	H6031	be occupied	similar	prior	0.5
H1791	H1668	this	similar	prior	0.5
H1791	H1797	this	similar	prior	0.5
H1792	H1790	crushed	similar	prior	0.5
H1792	H3905	oppress	similar	prior	0.5
H1792	H3807	crush	similar	prior	0.5
H1792	H7602	long for	similar	prior	0.5
H1793	H1792	crush	similar	prior	0.5
H1793	H3807	crush	similar	prior	0.5
H1793	H6031	be occupied	similar	prior	0.5
H1794	H1796	pounding	similar	prior	0.5
H1795	H1790	crushed	similar	prior	0.5
H1798	H0352	ram	similar	prior	0.5
H1798	H0563	lamb	similar	prior	0.5
H1798	H1799	record	similar	prior	0.5
H1800	H6041	afflicted	similar	high	1.0
H1800	H0034	needy	similar	high	1.0
H1800	H7326	be poor	similar	high	1.0
H1800	H6223	rich	antonym	recall	0.644
H1800	H4542	poor	similar	prior	0.5
H1800	H4134	be poor	similar	prior	0.5
H1800	H1803	hair	similar	prior	0.5
H1800	H1809	languish	similar	prior	0.5
H1802	H7579	draw	similar	high	0.601
H1802	H1817	door	similar	prior	0.5
H1803	H6041	afflicted	similar	prior	0.5
H1803	H0034	needy	similar	prior	0.5
H1803	H1809	languish	similar	prior	0.5
H1805	H1808	branch	similar	prior	0.5
H1805	H1802	draw (up	similar	prior	0.5
H1805	H1817	door	similar	prior	0.5
H1808	H6288	bough	similar	prior	0.5
H1808	H5342	branch	similar	prior	0.5
H1808	H8299	tendril	similar	prior	0.5
H1808	H1817	door	similar	prior	0.5
H1808	H1802	draw (up	similar	prior	0.5
H1811	H5140	flow	similar	prior	0.5
H1811	H1812	dripping	similar	prior	0.5
H1814	H7291	pursue	similar	high	0.8
H1814	H1816	inflammation	similar	prior	0.5
H1817	H4514	bolt	similar	high	0.815
H1817	H1280	bar	similar	high	0.794
H1817	H8179	gate	similar	high	0.742
H1817	H4201	doorpost	similar	high	0.668
H1817	H6607	entrance	similar	prior	0.5
H1817	H4947	lintel	similar	prior	0.5
H1818	H1320	flesh	similar	high	0.754
H1818	H5064	pour	similar	prior	0.5
H1819	H2803	devise	similar	prior	0.5
H1819	H8176	calculate	similar	prior	0.5
H1819	H4911	liken	similar	prior	0.5
H1819	H1823	likeness	similar	prior	0.5
H1823	H8403	pattern	similar	high	0.837
H1823	H4758	appearance	similar	high	0.791
H1824	H2677	half	similar	prior	0.5
H1825	H1823	likeness	similar	prior	0.5
H1825	H1819	resemble	similar	prior	0.5
H1826	H1827	silence	similar	prior	0.5
H1826	H8367	be quiet	similar	prior	0.5
H1826	H1822	destroyed	similar	prior	0.5
H1827	H1822	destroyed	similar	prior	0.5
H1830	H1832	tears	similar	prior	0.5
H1830	H1831	juice	similar	prior	0.5
H1832	H1065	weeping	similar	high	0.541
H1832	H1831	juice	similar	prior	0.5
H1843	H1847	knowledge	similar	high	0.764
H1843	H0998	understanding	similar	high	0.519
H1843	H8394	understanding	similar	prior	0.5
H1843	H4093	knowledge	similar	prior	0.5
H1844	H1847	knowledge	similar	high	0.938
H1844	H2451	wisdom	similar	high	0.588
H1844	H4093	knowledge	similar	prior	0.5
H1844	H3045	know	similar	prior	0.5
H1844	H4130	kinsman	similar	prior	0.5
H1844	H4129	kinsman	similar	prior	0.5
H1844	H3049	spiritist	similar	prior	0.5
H1847	H2451	wisdom	similar	high	0.946
H1847	H1844	knowledge	similar	high	0.938
H1847	H8394	understanding	similar	high	0.883
H1847	H0998	understanding	similar	high	0.867
H1847	H7922	understanding	similar	high	0.767
H1847	H0200	folly	antonym	recall	0.546
H1847	H8454	wisdom	similar	prior	0.5
H1847	H4130	kinsman	similar	prior	0.5
H1847	H3049	spiritist	similar	prior	0.5
H1847	H4129	kinsman	similar	prior	0.5
H1847	H3045	know	similar	prior	0.5
H1851	H1277	fat	antonym	recall	0.798
H1851	H7534	thin	similar	prior	0.5
H1851	H1854	crush	similar	prior	0.5
H1852	H1851	thin	similar	prior	0.5
H1852	H1854	crush	similar	prior	0.5
H1854	H7833	beat	similar	prior	0.5
H1856	H5344	pierce	similar	prior	0.5
H1856	H4272	wound	similar	prior	0.5
H1856	H5055	gore	similar	prior	0.5
H1856	H2490	bore	similar	prior	0.5
H1856	H4094	thrust	similar	prior	0.5
H1858	H1865	liberty	similar	prior	0.5
H1858	H1866	swallow	similar	prior	0.5
H1863	H2738	nettle	similar	prior	0.5
H1863	H1865	liberty	similar	prior	0.5
H1863	H1858	mother-of-pearl	similar	prior	0.5
H1863	H1866	swallow	similar	prior	0.5
H1863	H1864	south	similar	prior	0.5
H1864	H5045	Negeb	similar	high	0.883
H1864	H6828	north	antonym	recall	0.727
H1864	H8486	south	similar	prior	0.5
H1864	H1858	mother-of-pearl	similar	prior	0.5
H1864	H1866	swallow	similar	prior	0.5
H1864	H1865	liberty	similar	prior	0.5
H1865	H3104	jubilee	similar	high	0.574
H1865	H2670	free	similar	high	0.55
H1866	H1865	liberty	similar	prior	0.5
H1869	H7198	bow	similar	high	0.699
H1869	H6806	step	similar	prior	0.5
H1869	H3384	shoot	similar	prior	0.5
H1869	H1870	way	similar	prior	0.5
H1869	H6699	design	similar	prior	0.5
H1869	H0655	time	similar	prior	0.5
H1870	H0734	way	similar	high	0.947
H1870	H4611	deed	similar	high	0.811
H1870	H1980	go	similar	high	0.79
H1870	H5410	path	similar	high	0.766
H1870	H1979	walk	similar	prior	0.5
H1870	H0655	time	similar	prior	0.5
H1871	H1870	way	similar	prior	0.5
H1871	H4096	treading	similar	prior	0.5
H1871	H1869	tread	similar	prior	0.5
H1872	H0153	force	similar	prior	0.5
H1875	H1245	seek	similar	high	1.0
H1875	H2713	search	similar	high	0.731
H1875	H2714	search	similar	prior	0.5
H1876	H5929	leaf	similar	prior	0.5
H1876	H6779	spring	similar	prior	0.5
H1877	H6212	vegetation	similar	high	0.854
H1877	H2682	grass	similar	high	0.812
H1877	H3418	green	similar	prior	0.5
H1877	H1448	wall	similar	prior	0.5
H1877	H7488	be fresh	similar	prior	0.5
H1877	H3419	herb	similar	prior	0.5
H1877	H1876	sprout	similar	prior	0.5
H1878	H1277	fat	similar	prior	0.5
H1878	H5480	anoint	similar	prior	0.5
H1878	H8080	grow fat	similar	prior	0.5
H1879	H1878	prosper	similar	prior	0.5
H1879	H1880	ashes	similar	prior	0.5
H1880	H4924	fat	similar	prior	0.5
H1880	H0665	ashes	similar	prior	0.5
H1880	H8081	oil	similar	prior	0.5
H1880	H1878	prosper	similar	prior	0.5
H1882	H7010	statute	similar	prior	0.5
H1890	H3053	burden	similar	prior	0.5
H1890	H3051	give	similar	prior	0.5
H1891	H1892	vanity	similar	prior	0.5
H1892	H7385	vain	similar	prior	0.5
H1892	H8414	formlessness	similar	prior	0.5
H1892	H7386	worthless	similar	prior	0.5
H1892	H4671	chaff	similar	prior	0.5
H1897	H7881	meditation	similar	high	0.67
H1897	H1899	moaning	similar	prior	0.5
H1897	H5098	groan	similar	prior	0.5
H1897	H7878	muse	similar	prior	0.5
H1897	H1902	Higgaion	similar	prior	0.5
H1897	H1993	roar	similar	prior	0.5
H1897	H6850	whisper	similar	prior	0.5
H1897	H1898	remove	similar	prior	0.5
H1899	H5091	wail	similar	prior	0.5
H1899	H0602	groan	similar	prior	0.5
H1899	H1065	weeping	similar	prior	0.5
H1899	H1902	Higgaion	similar	prior	0.5
H1899	H1898	remove	similar	prior	0.5
H1900	H1897	mutter	similar	prior	0.5
H1900	H1902	Higgaion	similar	prior	0.5
H1900	H1899	moaning	similar	prior	0.5
H1902	H7878	muse	similar	prior	0.5
H1916	H7272	foot	similar	high	0.686
H1916	H3678	throne	similar	high	0.457
H1918	H1265	cypress	similar	high	0.636
H1918	H0730	cedar	similar	high	0.623
H1918	H8598	apple	similar	prior	0.5
H1920	H1644	drive out	similar	high	0.582
H1921	H3513	honor	similar	prior	0.5
H1921	H1925	glory	similar	prior	0.5
H1923	H1922	honor	similar	prior	0.5
H1926	H8597	beauty	similar	high	0.851
H1926	H3519	glory	similar	high	0.791
H1926	H1927	adornment	similar	high	0.72
H1926	H3308	beauty	similar	high	0.619
H1926	H3520	glorious	similar	prior	0.5
H1926	H1921	honor	similar	prior	0.5
H1926	H1925	glory	similar	prior	0.5
H1927	H1926	glory	similar	high	0.72
H1927	H3519	glory	similar	high	0.618
H1927	H8597	beauty	similar	high	0.612
H1927	H1921	honor	similar	prior	0.5
H1927	H1925	glory	similar	prior	0.5
H1942	H0611	harm	similar	prior	0.5
H1942	H6365	disaster	similar	prior	0.5
H1942	H4875	desolation	similar	prior	0.5
H1942	H7451	bad	similar	prior	0.5
H1942	H1943	misfortune	similar	prior	0.5
H1942	H1933	fall	similar	prior	0.5
H1943	H1933	fall	similar	prior	0.5
H1946	H1981	go	similar	prior	0.5
H1946	H1983	toll	similar	prior	0.5
H1947	H5531	folly	similar	high	0.916
H1947	H2451	wisdom	antonym	recall	0.515
H1948	H1947	madness	similar	prior	0.5
H1951	H1952	substance	similar	prior	0.5
H1952	H6223	rich	similar	high	0.736
H1952	H6239	riches	similar	high	0.71
H1959	H6670	cry out	similar	prior	0.5
H1959	H8643	shout	similar	prior	0.5
H1959	H1906	shout	similar	prior	0.5
H1961	H1933	fall	similar	prior	0.5
H1964	H1004	place	similar	high	0.876
H1964	H1002	palace	similar	prior	0.5
H1964	H0759	citadel	similar	prior	0.5
H1969	H0374	ephah	similar	high	0.929
H1969	H3849	log	similar	high	0.764
H1974	H1948	madness	similar	prior	0.5
H1974	H4110	praise	similar	prior	0.5
H1974	H1984	shine	similar	prior	0.5
H1974	H1947	madness	similar	prior	0.5
H1974	H8416	praise	similar	prior	0.5
H1978	H1979	walk	similar	prior	0.5
H1979	H0734	way	similar	high	0.623
H1980	H0857	come	similar	high	0.692
H1980	H0935	come (in)	similar	high	0.598
H1980	H5090	lead	similar	high	0.589
H1980	H7971	send	similar	high	0.566
H1980	H1870	way	similar	prior	0.5
H1980	H5066	approach	similar	prior	0.5
H1980	H1481	sojourn	similar	prior	0.5
H1980	H7725	return	similar	prior	0.5
H1980	H7751	rove	similar	prior	0.5
H1980	H7323	run	similar	prior	0.5
H1980	H4550	journey	similar	prior	0.5
H1980	H5674	pass	similar	prior	0.5
H1980	H1978	step	similar	prior	0.5
H1980	H1982	traveller	similar	prior	0.5
H1980	H8418	procession	similar	prior	0.5
H1980	H4109	journey	similar	prior	0.5
H1980	H1979	walk	similar	prior	0.5
H1982	H1979	walk	similar	prior	0.5
H1982	H1978	step	similar	prior	0.5
H1983	H1093	tribute	similar	prior	0.5
H1983	H1981	go	similar	prior	0.5
H1984	H2167	sing	similar	high	1.0
H1984	H3034	give thanks	similar	high	1.0
H1984	H8416	praise	similar	high	1.0
H1984	H7442	overcome	similar	high	0.818
H1984	H7623	soothe	similar	prior	0.5
H1984	H3313	shine	similar	prior	0.5
H1984	H7696	be mad	similar	prior	0.5
H1984	H1966	Day Star	similar	prior	0.5
H1984	H4110	praise	similar	prior	0.5
H1984	H1947	madness	similar	prior	0.5
H1984	H1948	madness	similar	prior	0.5
H1986	H3807	crush	similar	prior	0.5
H1986	H3095	jasper	similar	prior	0.5
H1986	H1989	hammer	similar	prior	0.5
H1993	H7580	roar	similar	high	0.793
H1993	H7581	roaring	similar	prior	0.5
H1993	H1949	make noise	similar	prior	0.5
H1993	H7582	crash	similar	prior	0.5
H1993	H1998	sound	similar	prior	0.5
H1995	H7588	roar	similar	high	0.724
H1995	H8229	abundance	similar	prior	0.5
H1995	H6951	assembly	similar	prior	0.5
H1995	H7230	abundance	similar	prior	0.5
H1995	H1998	sound	similar	prior	0.5
H1995	H1993	roar	similar	prior	0.5
H1995	H6195	craftiness	similar	prior	0.5
H2000	H8045	destroy	similar	high	0.562
H2000	H4103	tumult	similar	prior	0.5
H2000	H0926	dismay	similar	prior	0.5
H2010	H5207	soothing	similar	prior	0.5
H2010	H5183	quietness	similar	prior	0.5
H2010	H4496	Nohah	similar	prior	0.5
H2014	H6314	cessation	similar	prior	0.5
H2014	H6313	be numb	similar	prior	0.5
H2015	H2498	pass	similar	high	0.536
H2015	H6437	turn	similar	prior	0.5
H2015	H6617	twist	similar	prior	0.5
H2015	H5186	stretch	similar	prior	0.5
H2015	H5428	uproot	similar	prior	0.5
H2015	H5557	pervert	similar	prior	0.5
H2015	H4114	overthrow	similar	prior	0.5
H2015	H4775	rebel	similar	prior	0.5
H2015	H5437	turn	similar	prior	0.5
H2015	H2016	contrariness	similar	prior	0.5
H2015	H4115	stocks	similar	prior	0.5
H2015	H2019	crooked	similar	prior	0.5
H2015	H8419	perversity	similar	prior	0.5
H2015	H2018	overthrow	similar	prior	0.5
H2016	H8419	perversity	similar	prior	0.5
H2016	H4115	stocks	similar	prior	0.5
H2016	H2018	overthrow	similar	prior	0.5
H2019	H2016	contrariness	similar	prior	0.5
H2019	H8419	perversity	similar	prior	0.5
H2019	H2018	overthrow	similar	prior	0.5
H2019	H4115	stocks	similar	prior	0.5
H2019	H4114	overthrow	similar	prior	0.5
H2020	H5337	rescue	similar	prior	0.5
H2022	H1389	Gibeath-(elohim)	similar	high	0.879
H2022	H1516	Valley	antonym	recall	0.726
H2022	H8219	Shephelah	antonym	recall	0.52
H2022	H5299	sieve	similar	prior	0.5
H2022	H5553	rock	similar	prior	0.5
H2025	H0691	hero	similar	prior	0.5
H2026	H4191	die	similar	high	1.0
H2026	H5221	smite	similar	high	0.981
H2026	H2491	slain	similar	prior	0.5
H2026	H5619	stone	similar	prior	0.5
H2026	H7523	murder	similar	prior	0.5
H2026	H2076	sacrifice	similar	prior	0.5
H2026	H2027	slaughter	similar	prior	0.5
H2026	H2028	Slaughter	similar	prior	0.5
H2028	H2874	slaughter	similar	prior	0.5
H2028	H2076	sacrifice	similar	prior	0.5
H2028	H2027	slaughter	similar	prior	0.5
H2029	H3205	beget	similar	high	1.0
H2030	H2029	conceive	similar	prior	0.5
H2032	H2029	conceive	similar	prior	0.5
H2032	H2030	pregnant	similar	prior	0.5
H2035	H2034	ruins	similar	prior	0.5
H2035	H2040	overthrow	similar	prior	0.5
H2035	H2041	Destruction	similar	prior	0.5
H2040	H5428	uproot	similar	high	0.814
H2040	H7843	ruin	similar	high	0.799
H2040	H1129	build	antonym	recall	0.647
H2040	H5062	strike	similar	prior	0.5
H2040	H2015	overturn	similar	prior	0.5
H2040	H6209	strip	similar	prior	0.5
H2040	H5422	tear	similar	prior	0.5
H2040	H2034	ruins	similar	prior	0.5
H2040	H2041	Destruction	similar	prior	0.5
H2041	H2034	ruins	similar	prior	0.5
H2048	H6601	open wide	similar	high	0.71
H2048	H7046	mock	similar	prior	0.5
H2048	H3932	mock	similar	prior	0.5
H2048	H2049	mockery	similar	prior	0.5
H2048	H7848	acacia	similar	prior	0.5
H2048	H3933	derision	similar	prior	0.5
H2048	H3934	mocking	similar	prior	0.5
H2056	H3209	born	similar	prior	0.5
H2056	H3207	maiden	similar	prior	0.5
H2061	H3715	lion	similar	prior	0.5
H2061	H0738	lion	similar	prior	0.5
H2061	H7826	lion	similar	prior	0.5
H2065	H2064	endow	similar	prior	0.5
H2073	H5459	possession	similar	prior	0.5
H2073	H2082	honour	similar	prior	0.5
H2073	H0827	quiver	similar	prior	0.5
H2076	H2077	sacrifice	similar	high	1.0
H2076	H6999	offer	similar	high	0.763
H2076	H7126	present	similar	high	0.618
H2077	H8002	peace offering	similar	high	1.0
H2077	H5930	burnt offering	similar	high	1.0
H2077	H2076	sacrifice	similar	high	1.0
H2077	H4503	offering	similar	high	0.98
H2077	H7133	offering	similar	high	0.844
H2077	H8426	thanksgiving	similar	high	0.844
H2077	H0801	food offering	similar	prior	0.5
H2082	H0827	quiver	similar	prior	0.5
H2086	H1347	pride	similar	prior	0.5
H2087	H2102	boil	similar	high	0.743
H2087	H1343	proud	similar	prior	0.5
H2087	H1347	pride	similar	prior	0.5
H2087	H2086	arrogant	similar	prior	0.5
H2091	H5458	enclosure	similar	high	1.0
H2091	H3701	silver	similar	high	1.0
H2091	H5178	bronze	similar	high	0.949
H2094	H5749	uphold	similar	prior	0.5
H2094	H2096	brightness	similar	prior	0.5
