lex	stem	sense	gloss	count	share
CWB[	hif	9	they will pay	1	0.003
CWB[	hif	10	do you draw back	1	0.003
CWB[	hif	11	back	1	0.003
CWB[	hof	1	be brought back, be returned	2	0.4
CWB[	hof	2	he was brought back	1	0.2
CWB[	hof	3	is] repaid	1	0.2
CWB[	hof	4	about to be brought back	1	0.2
CWB[	piel	1	bring back; seduce; restore	5	0.833
CWB[	piel	2	bring back	1	0.167
CWB[	qal	1	turn, return, repeat	634	0.977
CWB[	qal	2	ever (return)	4	0.006
CWB[	qal	3	anyone will repent	2	0.003
CWB[	qal	4	restore	2	0.003
CWB[	qal	5	certainly (return)	1	0.002
CWB[	qal	6	back	1	0.002
CWB[	qal	7	anyone will return	1	0.002
CWB[	qal	8	it came back	1	0.002
CWB[	qal	9	its repentant	1	0.002
CWB[	qal	10	about to return	1	0.002
CWB[	qal	11	I will repeat	1	0.002
CWC>/		1	Shavsha	1	1.0
CWCN/		1	lily, lotus	13	0.765
CWCN/		2	Shoshannim	3	0.176
CWCN/		3	shushan-	1	0.059
CWH=/		1	Shaveh	1	1.0
CWL/		1	skirt, flowing skirt, hem of skirt	8	0.727
CWL/		2	of your robe	3	0.273
CWLL/		1	barefoot	3	1.0
CWMJM/		1	garlic	1	1.0
CWMR/		1	Shomer	1	1.0
CWNJ=/		1	Shuni	2	1.0
CWNM/		1	Shunem	3	1.0
CWPK/		1	Shophach	2	1.0
CWPMJ/		1	Shuphamite	1	1.0
CWPR/		1	trumpet, ram's horn	72	1.0
CWQ/		1	thigh; leg	19	1.0
CWR/		1	bull(ock), steer	78	0.987
CWR/		2	of a cow	1	0.013
CWR==/		1	Shur	5	1.0
CWTLX/		1	Shuthelah	4	1.0
CWV[	hit	1	turn to and fro	1	1.0
CWV[	piel	1	rove about, roam about; row	5	1.0
CWV[	qal	1	roam about, rove about; rove	2	0.286
CWV[	qal	2	who] row	2	0.286
CWV[	qal	3	going about	2	0.286
CWV[	qal	4	go about	1	0.143
CWX/		1	Shuah	2	1.0
CWXH=/		1	Shuhah	1	1.0
CWXJ/		1	Shuhite	5	1.0
CWXM/		1	Shuham	1	1.0
CWXMJ/		1	Shuhamite	2	1.0
CX/		1	with downcast eyes	1	1.0
CXD/		1	gift, present, bribe	21	0.913
CXD/		2	a gift	2	0.087
CXJN/		1	boil	13	1.0
CXJS/		1	wild grain	1	1.0
CXJT/		1	pit	2	1.0
CXJVH/		1	slaughter	1	1.0
CXL/		1	young lion	6	0.857
CXL/		2	like (the) lion	1	0.143
CXLT/		1	(ingredient of incense)	1	1.0
CXP/		1	gull? (unclean bird)	2	1.0
CXPT/		1	consumption	2	1.0
CXQ/		1	dust, clouds of dust	20	0.952
CXQ/		2	dust	1	0.048
CXQ[	qal	1	pulverize; rub away	1	0.5
CXQ[	qal	2	they rub away	1	0.5
CXR/		1	dawn	23	1.0
CXR=/		1	black	6	1.0
CXRJH/		1	Shehariah	1	1.0
CXRJM/		1	Shaharaim	1	1.0
CXRWT/		1	youth	1	1.0
CXT/		1	pit; grave	23	1.0
CXT[	hif	1	destroy	75	0.872
CXT[	hif	2	tashcheth	4	0.047
CXT[	hif	3	they corrupted	2	0.023
CXT[	hif	4	about	1	0.012
CXT[	hif	5	you will trim	1	0.012
CXT[	hif	6	certainly (act corruptly)	1	0.012
CXT[	hif	7	a destroyer	1	0.012
CXT[	hif	8	corruptly	1	0.012
CXT[	hof	1	be spoiled	1	0.5
CXT[	hof	2	ruined	1	0.5
CXT[	nif	1	be corrupt, be spoiled	3	0.5
CXT[	nif	2	it was ruined	2	0.333
CXT[	nif	3	it was spoiled	1	0.167
CXT[	piel	1	spoil, ruin	29	0.806
CXT[	piel	2	destroyed	4	0.111
CXT[	piel	3	you perverted	1	0.028
CXT[	piel	4	they have dealt corruptly	1	0.028
CXT[	piel	5	you have corrupted	1	0.028
CXV[	nif	1	be slaughtered	2	0.667
CXV[	nif	2	will it be slaughtered	1	0.333
CXV[	qal	1	slaughter, kill	64	0.941
CXV[	qal	2	the throat cut	2	0.029
CXV[	qal	3	someone will slaughter	1	0.015
CXV[	qal	4	beaten	1	0.015
CXWR/		1	blackness	1	1.0
CXWT/		1	pit	1	1.0
CXX[	hif	1	cast down	2	1.0
CXX[	nif	1	be bowed; sound muffled	3	0.75
CXX[	nif	2	they will be reduced	1	0.25
CXX[	qal	1	stoop, crouch	9	0.75
CXX[	qal	2	I am bent over	1	0.083
CXX[	qal	3	they lay prostrate	1	0.083
CXX[	qal	4	they will crouch	1	0.083
CXY/		1	dignity; pride	2	1.0
CYP/		1	flood	1	1.0
CZR[	hof	1	be twisted	21	1.0
D</		1	knowledge	5	1.0
D<H/		1	knowledge	6	1.0
D<K[	nif	1	be dried up	1	1.0
D<K[	pual	1	be extinguished	1	1.0
D<K[	qal	1	be extinguished	7	1.0
D<T/		1	knowledge, cognition	91	1.0
D<W>L/		1	Deuel	4	1.0
D>BH/		1	dismay, despair	1	1.0
D>BWN/		1	despair	1	1.0
D>B[	qal	1	languish	3	1.0
D>G/		1	Doeg	6	1.0
D>GH/		1	anxiety, concern, fear	6	1.0
D>H/		1	red kite	1	1.0
D>H[	qal	1	fly, dart	4	1.0
D>R/		1	Dor	2	1.0
DB/		1	bear	12	1.0
DB>/		1	strength	1	1.0
DBB[	qal	1	flow over	1	1.0
DBC/		1	honey	54	1.0
DBCT=/		1	Dabbesheth	1	1.0
DBH/		1	evil report	4	0.444
DBH/		2	whispering	3	0.333
DBH/		3	report	1	0.111
DBH/		4	your bad	1	0.111
DBJR=/		1	Debir	1	1.0
DBLH/		1	fig cake	3	1.0
DBLJM/		1	Diblaim	1	1.0
DBQ/		1	joining, joint	2	0.667
DBQ/		2	soldering	1	0.333
DBQ=/		1	cleaving, joining	2	0.667
DBQ=/		2	touching	1	0.333
DBQ[	hif	1	cause to cling, cleave	4	0.4
DBQ[	hif	2	he overtook	2	0.2
DBQ[	hif	3	he will make cling	2	0.2
DBQ[	hif	4	I have made cling	1	0.1
DBQ[	hif	5	I will make stick	1	0.1
DBQ[	hof	1	be caused to cleave	1	1.0
DBQ[	pual	1	be joined together	2	1.0
DBQ[	qal	1	stick, cling to	31	0.886
DBQ[	qal	2	they will hold	2	0.057
DBQ[	qal	3	it will pursue closely	1	0.029
DBQ[	qal	4	she stayed	1	0.029
DBR/		1	word; thing, matter; deed	1414	0.994
DBR/		2	business	2	0.001
DBR/		3	reason	2	0.001
DBR/		4	than the word	1	0.001
DBR/		5	parts	1	0.001
DBR/		6	a promise	1	0.001
DBR/		7	affairs	1	0.001
DBR/		8	the edict	1	0.001
DBR=/		1	(bubonic) plague	46	1.0
DBR==/		1	pasture	1	0.5
DBR==/		2	pasture	1	0.5
DBR===/		1	sting, thorn	3	1.0
DBR=====/		1	Debir	10	1.0
DBRH/		1	cause, manner	3	0.6
DBRH/		2	the manner	1	0.2
DBRH/		3	plea	1	0.2
DBRJ/		1	Dibri	1	1.0
DBRT=/		1	Daberath	3	1.0
DBR[	hit	1	speak	1	0.5
DBR[	hit	2	spoke	1	0.5
DBR[	nif	1	speak	2	0.5
DBR[	nif	2	have we spoken together	1	0.25
DBR[	nif	3	they spoke together	1	0.25
DBR[	piel	1	speak	1070	0.997
DBR[	piel	2	someone speaks	1	0.001
DBR[	piel	3	than speaking	1	0.001
DBR[	piel	4	people speak	1	0.001
DBR[	pual	1	be spoken	2	1.0
DBR[	qal	1	speak	35	0.854
DBR[	qal	2	spoke	2	0.049
DBR[	qal	3	about to speak	2	0.049
DBR[	qal	4	saying	1	0.024
DBR[	qal	5	spoken	1	0.024
DBWRH/		1	bee	4	1.0
DBWRH=/		1	Deborah	9	0.9
DBWRH=/		2	O Deborah	1	0.1
DBX/		1	sacrifice	1	1.0
DC>/		1	young grass	11	0.786
DC>/		2	vegetation	2	0.143
DC>/		3	grass	1	0.071
DCN/		1	fat; fatty ashes	15	1.0
DCN[	hotp	1	be satiated with fat	1	1.0
DCN[	piel	1	make fat	1	0.25
DCN[	piel	2	they will take away the fatty ashes from	1	0.25
DCN[	piel	3	you have refreshed	1	0.25
DCN[	piel	4	it makes fat	1	0.25
DCN[	pual	1	be made fat	3	0.75
DCN[	pual	2	it will be fattened	1	0.25
DCN[	qal	1	grow fat	1	1.0
DD/		1	breast	3	0.75
DD/		2	breasts	1	0.25
DDH[	hit	1	move slowly, walk	1	1.0
DDN/		1	Dedan	10	1.0
DDNJ=/		1	Dodanim	1	1.0
DG/		1	fish	19	1.0
DGH/		1	fish	15	1.0
DGH[	qal	1	increase	1	1.0
DGL/		1	banner, standard	14	1.0
DGN/		1	corn, grain	40	1.0
DGR[	qal	1	hatch?	2	1.0
DGWN/		1	Dagon	13	1.0
DHB/		1	gold	4	1.0
DHM[	nif	1	surprise	1	1.0
DHRH/		1	galloping	2	1.0
DHR[	qal	1	gallop	1	1.0
DJ		1	who, which, that, <RP>, <relative particle>, <genitive particle>, <introduction of direct speech>	115	0.991
DJ		2	where	1	0.009
DJ/		1	sufficiency; enough	36	0.923
DJ/		2	than sufficiency	1	0.026
DJ/		3	to abundance	1	0.026
DJ/		4	be] as enough	1	0.026
DJBN/		1	Dibon	9	0.818
DJBN/		2	Dibon-	2	0.182
DJC/		1	threshing, time of threshing	1	1.0
DJCN/		1	Dishan	5	1.0
DJCWN/		1	antelope?	1	1.0
DJCWN=/		1	Dishon	7	1.0
DJG/		1	fisher	2	1.0
DJH/		1	kite? (unclean bird)	1	0.5
DJH/		2	red kites	1	0.5
DJMWN/		1	Dimon	2	1.0
DJMWNH/		1	Dimonah	1	1.0
DJN/		1	lawsuit	2	0.667
DJN/		2	he defended	1	0.333
DJN=/		1	judge	2	1.0
DJNH/		1	Dinah	8	1.0
DJQ/		1	siege wall	6	1.0
DJW/		1	ink	1	1.0
DJ_ZHB/		1	Dizahab	1	1.0
DK/		1	oppressed	3	0.75
DK/		2	its crushed	1	0.25
DK>/		1	crushed	2	0.667
DK>/		2	crushed matter	1	0.333
DKH/		1	crushing	1	1.0
DKJ/		1	pounding (of waves)	1	1.0
DKR/		1	ram	3	1.0
DL/		1	mean, scanty (adj); poor (n)	44	1.0
DL<N/		1	Dilean	1	1.0
DL=/		1	door	1	1.0
DLG[	piel	1	leap over	2	0.5
DLG[	piel	2	he will leap	2	0.5
DLG[	qal	1	leap	1	1.0
DLH/		1	threads (of warp); hair	1	0.5
DLH/		2	the hair	1	0.5
DLH=/		1	the poor	5	1.0
DLH[	qal	1	draw water	3	0.75
DLH[	qal	2	they hang down	1	0.25
DLJ/		1	bucket	2	1.0
DLJH/		1	Delaiah	4	1.0
DLJLH/		1	Delilah	6	1.0
DLL[	qal	1	be little, be low	4	0.5
DLL[	qal	2	they are low	3	0.375
DLL[	qal	3	it became low	1	0.125
DLP/		1	dripping	2	1.0
DLPWN/		1	Dalphon	1	1.0
DLQT/		1	inflammation	1	1.0
DLQ[	hif	1	set ablaze	1	1.0
DLQ[	qal	1	set ablaze, burn	3	0.5
DLQ[	qal	2	burning	3	0.5
DLT/		1	door	85	0.977
DLT/		2	lid	1	0.011
DLT/		3	a pair of gates	1	0.011
DLX[	qal	1	make turbid	1	1.0
DM/		1	blood	350	0.997
DM/		2	their own	1	0.003
DM</		1	juice	1	1.0
DM<H/		1	tears	23	1.0
DMCQ/		1	Damascus	1	1.0
DMFQ/		1	Damascus	36	1.0
DMH[	hit	1	make oneself like	1	1.0
DMH[	piel	1	liken, compare, ponder	4	0.4
DMH[	piel	2	imagine	2	0.2
DMH[	piel	3	he planned	1	0.1
DMH[	piel	4	I gave parables	1	0.1
DMH[	piel	5	we have reflected on	1	0.1
DMH[	piel	6	will I liken	1	0.1
DMH[	qal	1	be like, resemble	12	0.923
DMH[	qal	2	that we may be alike	1	0.077
DMJ/		1	silence, rest	3	1.0
DMJ=/		1	likeness	1	1.0
DMMH/		1	silence, calm	3	1.0
DMM[	nif	1	be made silent	4	0.8
DMM[	nif	2	they will be devastated	1	0.2
DMM[	piel	1	quiet, still	1	1.0
DMM[	qal	1	stand still, keep still	21	0.913
DMM[	qal	2	they have become still	1	0.043
DMM[	qal	3	that we may perish	1	0.043
DMN/		1	dung	6	1.0
DMNH/		1	Dimnah	1	1.0
DMWT/		1	likeness; shape	23	0.958
DMWT/		2	his own	1	0.042
DN/		1	Dan	68	0.986
DN/		2	O Dan	1	0.014
DNH/		1	Dannah	1	1.0
DNHBH/		1	Dinhabah	2	1.0
DNJ/		1	Danite	5	1.0
DNJ>L/		1	Daniel	51	0.981
DNJ>L/		2	O Daniel	1	0.019
DPJ/		1	blemish	1	1.0
DPQH/		1	Dophkah	2	1.0
DPQ[	hit	1	push one another	1	1.0
DPQ[	qal	1	drive (too quickly); beat	1	0.5
DPQ[	qal	2	knocking	1	0.5
DQ/		1	fine, thin, scanty	10	0.769
DQ/		2	fine	2	0.154
DQ/		3	soft	1	0.077
DQ=/		1	(something thin), veil?	1	1.0
DQLH/		1	Diklah	2	1.0
DQQ[	hif	1	crush	6	0.857
DQQ[	hif	2	finely (pulverize)	1	0.143
DQQ[	hof	1	be crushed	1	1.0
DQQ[	qal	1	crush; be fine	2	0.667
DQQ[	qal	2	you will crush	1	0.333
DQR[	nif	1	be pierced through	1	1.0
DQR[	pual	1	be pierced	3	1.0
DQR[	qal	1	pierce, thrust through	2	0.5
DQR[	qal	2	pierce	2	0.5
DR/		1	pearl	1	1.0
DR>WN/		1	abhorrence	2	1.0
DRC[	nif	1	be inquired, sought	6	0.667
DRC[	nif	2	required	1	0.111
DRC[	nif	3	I will let myself be sought	1	0.111
DRC[	nif	4	they were investigated	1	0.111
DRC[	qal	1	inquire, seek	128	0.948
DRC[	qal	2	[those	2	0.015
DRC[	qal	3	diligently (seek)	1	0.007
DRC[	qal	4	you will resort	1	0.007
DRC[	qal	5	certainly (require)	1	0.007
DRC[	qal	6	O seek	1	0.007
DRC[	qal	7	seeks carefully	1	0.007
DRD</		1	Darda	1	1.0
DRDR/		1	thistles	2	1.0
DRK/		1	way, road, journey; custom (ext)	689	0.994
DRK/		2	of two ways	2	0.003
DRK/		3	than	1	0.001
DRK/		4	those who] my ways	1	0.001
DRK[	hif	1	stamp firm	4	0.571
DRK[	hif	2	he will make walk	1	0.143
DRK[	hif	3	they have bent	1	0.143
DRK[	hif	4	someone	1	0.143
DRK[	qal	1	tread	44	0.936
DRK[	qal	2	it will march forth	1	0.021
DRK[	qal	3	you will march	1	0.021
DRK[	qal	4	anyone will tread	1	0.021
DRQWN/		1	Darkon	2	1.0
DRWM/		1	south; south wind	17	1.0
DRWR/		1	drops	1	1.0
DRWR=/		1	release, liberty	7	1.0
DT/		1	regulation, law, decree	7	0.875
DT/		2	decree	1	0.125
DTN/		1	Dothan	2	1.0
DTN=/		1	Dathan	10	1.0
DWB[	hif	1	cause to pine away	1	1.0
DWC[	hof	1	be treshed	1	1.0
DWC[	nif	1	be trampled down	2	1.0
DWC[	qal	1	trample; thresh	10	0.909
DWC[	qal	2	anyone	1	0.091
DWD/		1	beloved, lover	56	0.918
DWD/		2	than a lover	2	0.033
DWD/		3	my beloved	1	0.016
DWD/		4	one	1	0.016
DWD/		5	O lovers	1	0.016
DWD=/		1	cooking-pot; basket	5	0.625
DWD=/		2	pot	2	0.25
DWD=/		3	a cooking pot	1	0.125
DWD==/		1	David	1072	0.997
DWD==/		2	O David	3	0.003
DWDH/		1	aunt	2	0.667
DWDH/		2	sister	1	0.333
DWDJ=/		1	mandrake	6	1.0
DWDW/		1	Dodo	5	1.0
DWG/		1	fisher	1	1.0
DWGH/		1	fishery	1	1.0
DWH/		1	menstruous, faint	2	0.5
DWH/		2	menstruating	1	0.25
DWH/		3	a menstrual	1	0.25
DWJ/		1	illness	1	1.0
DWJ=/		1	ill	3	1.0
DWKJPT/		1	hoopoe? (unclean bird)	2	1.0
DWK[	qal	1	pound	1	1.0
DWMH=/		1	Dumah	3	1.0
DWMJH/		1	silence	4	1.0
DWMM		1	silently	3	1.0
DWNG/		1	wax	4	1.0
DWN[	qal	1	dwell	1	1.0
DWR/		1	generation, age, lifetime, life-span	165	0.994
DWR/		2	belong]	1	0.006
DWR===/		1	Dor	5	1.0
DWR>/		1	Dura	1	1.0
DWX[	hif	1	cleanse, wash	2	0.667
DWX[	hif	2	he will cleanse	1	0.333
DWY[	qal	1	leap	1	1.0
DXH[	nif	1	be pushed	1	1.0
DXH[	pual	1	be thrust down	1	1.0
DXH[	qal	1	push	2	0.667
DXH[	qal	2	violently (push)	1	0.333
DXJ/		1	stumbling	2	1.0
DXL[	peal	1	fear (ptc. only)	3	0.6
DXL[	peal	2	fearing	2	0.4
DXN/		1	millet	1	1.0
DXP[	nif	1	hasten onseself, hurry	2	1.0
DXP[	qal	1	hasten	2	1.0
DXQ[	qal	1	urge, press	1	1.0
DXWH/		1	concubine?; table?; <musical instrument>?	1	1.0
F<JR/		1	he-goat (n); hairy (adj)	52	1.0
F<JR=/		1	hairy demon	2	0.5
F<JR=/		2	goats	2	0.5
F<JR===/		1	hairy	3	1.0
F<JR====/		1	Seir	36	1.0
F<JRH/		1	goat	2	1.0
F<R/		1	hair	28	1.0
F<R=/		1	storm	1	1.0
F<R==/		1	horror	3	1.0
F<RH/		1	barley	34	1.0
F<RH=/		1	single hair	4	0.667
F<RH=/		2	than the hairs	2	0.333
F<RH==/		1	storm	2	1.0
F<RJM/		1	Seorim	1	1.0
F>R/		1	leaven	5	1.0
F>T/		1	elevation; dignity	7	0.538
F>T/		2	dignity	2	0.154
F>T/		3	majesty	2	0.154
F>T/		4	loftiness	1	0.077
F>T/		5	uprising	1	0.077
FB</		1	satiation, plenty, satisfaction	6	0.75
FB</		2	satiety	2	0.25
FB<=/		1	satisfied, full	8	0.8
FB<=/		2	surfeited	2	0.2
FB<==/		1	satiety, plenty	8	1.0
FB<[	hif	1	satisfy	10	1.0
FB<[	piel	1	satisfy	2	1.0
FB<[	qal	1	satisfy, be satiated	75	0.987
FB<[	qal	2	let him be sated	1	0.013
FBKH/		1	net; lattice, grille	15	0.938
FBKH/		2	window-lattice	1	0.062
FBM/		1	Sebam	1	1.0
FBMH/		1	Sibmah	5	1.0
FBR/		1	hope	2	1.0
FDH/		1	open field	319	0.997
FDH/		2	his own	1	0.003
FDJ/		1	open field	13	1.0
FDJM/		1	Siddim	3	1.0
FDRH/		1	row?	3	0.75
FDRH/		2	planks	1	0.25
FFWN/		1	joy, exultation	22	1.0
FGB[	hif	1	act exaltedly	1	1.0
FGB[	nif	1	be (too) high; be fortified	5	0.5
FGB[	nif	2	set on high	3	0.3
FGB[	nif	3	high	2	0.2
FGB[	piel	1	make high, inaccessible	2	1.0
FGB[	pual	1	be protected	1	1.0
FGB[	qal	1	be high	2	1.0
FGJ>/		1	high, great	8	0.615
FGJ>/		2	many	2	0.154
FGJ>/		3	plentiful	2	0.154
FGJ>/		4	much	1	0.077
FGWB/		1	Segub	3	1.0
FH/		1	lamb; young goat	44	0.936
FH/		2	an animal	2	0.043
FH/		3	livestock	1	0.021
FHD/		1	witness	1	1.0
FHDW/		1	testimony	1	1.0
FHRNJM/		1	moon-shaped ornaments	3	1.0
FJ>/		1	height, excellency	1	1.0
FJ>N/		1	Siyon	1	1.0
FJB/		1	grey hair, old age	1	1.0
FJBH/		1	grey hair, old age	18	0.947
FJBH/		2	age	1	0.053
FJD[	qal	1	plaster	2	1.0
FJG/		1	excrement	1	1.0
FJM[	hif	1	set, make into	1	0.5
FJM[	hif	2	sets	1	0.5
FJM[	hof	1	be put	1	1.0
FJM[	qal	1	set, place	479	0.958
FJM[	qal	2	when	2	0.004
FJM[	qal	3	I will designate	1	0.002
FJM[	qal	4	determined	1	0.002
FJM[	qal	5	putting	1	0.002
FJM[	qal	6	he had stationed	1	0.002
FJM[	qal	7	he imposed	1	0.002
FJM[	qal	8	people will set	1	0.002
FJM[	qal	9	let them give	1	0.002
FJM[	qal	10	I have ordained	1	0.002
FJM[	qal	11	really (set)	1	0.002
FJM[	qal	12	about to set	1	0.002
FJM[	qal	13	about to put	1	0.002
FJM[	qal	14	someone has set	1	0.002
FJM[	qal	15	about to make	1	0.002
FJM[	qal	16	setting	1	0.002
FJM[	qal	17	they formed	1	0.002
FJM[	qal	18	he charges	1	0.002
FJM[	qal	19	someone puts	1	0.002
FJM[	qal	20	I set in place	1	0.002
FJM[	qal	21	they gave	1	0.002
FJX/		1	shrub	4	1.0
FJXH/		1	concern	3	1.0
FJX[	piel	1	consider	1	0.5
FJX[	piel	2	I meditate	1	0.5
FJX[	qal	1	be concerned, become concerned; consider	9	0.529
FJX[	qal	2	complain	4	0.235
FJX[	qal	3	tell	3	0.176
FJX[	qal	4	they speak	1	0.059
FK/		1	thorn	1	1.0
FK=/		1	hut	1	1.0
FKH/		1	harpoon	1	1.0
FKJH/		1	ship	1	1.0
FKJN/		1	knife	1	1.0
FKJR/		1	rented, hired (adj); hired laborer, mercenary (n)	14	0.778
FKJR/		2	hired	2	0.111
FKJR/		3	a hired animal	1	0.056
FKJR/		4	soldiers	1	0.056
FKK[	qal	1	cover	1	1.0
FKL/		1	insight, understanding	13	0.812
FKL/		2	the prudence	2	0.125
FKL/		3	sense	1	0.062
FKL=[	piel	1	cross	1	1.0
FKLTNW/		1	insight	3	1.0
FKR/		1	wages, reward	27	0.964
FKR/		2	fare	1	0.036
FKR=/		1	wages	2	1.0
FKR[	hit	1	hire oneself out	2	1.0
FKR[	nif	1	hire oneself out	1	1.0
FKR[	qal	1	hire	13	0.929
FKR[	qal	2	actually (hire)	1	0.071
FKW/		1	Secu	1	1.0
FKWJ/		1	rooster?	1	1.0
FLM>/		1	Salma	4	1.0
FLMH/		1	mantle, wrapper	16	1.0
FLMWN/		1	Salmon	1	1.0
FLW/		1	quail	4	1.0
FM>L/		1	left (side); left hand	54	1.0
FM>LJ/		1	left	9	1.0
FM>L[	hif	1	go left; use left hand	4	0.8
FM>L[	hif	2	using left hand	1	0.2
FMJKH/		1	rug	1	1.0
FMLH/		1	mantle, wrapper	28	0.966
FMLH/		2	our own	1	0.034
FMLH=/		1	Samlah	4	1.0
FMMJT/		1	gecko	1	1.0
FMX/		1	joyful, glad	18	1.0
FMXH/		1	joy, rejoicing	92	0.989
FMXH/		2	of gladness(es)	1	0.011
FMX[	qal	1	rejoice	1	1.0
FN>H/		1	hate, hatred	16	0.941
FN>H/		2	hatred(s)	1	0.059
FN>[	nif	1	be hated	2	1.0
FN>[	piel	1	be an enemy	12	0.857
FN>[	piel	2	[one	1	0.071
FN>[	piel	3	hate	1	0.071
FN>[	qal	1	hate; adversary, enemy (qal part)	106	0.981
FN>[	qal	2	utterly (hate)	1	0.009
FN>[	qal	3	O hate	1	0.009
FNJR/		1	Senir	4	1.0
FPH/		1	lip; shore	174	0.989
FPH/		2	the border	1	0.006
FPH/		3	your own	1	0.006
FPM/		1	moustache	5	1.0
FPMWT/		1	Siphmoth	1	1.0
FPN[	qal	1	be hidden	1	1.0
FQ/		1	sack; goathair cloth, sackcloth	48	1.0
FR/		1	official, leader, prince	418	0.993
FR/		2	the governor	1	0.002
FR/		3	rulers	1	0.002
FR/		4	O officials	1	0.002
FR<[	hit	1	stretch oneself	1	1.0
FR<[	qal	1	deformed	2	1.0
FR>YR/		1	Sharezer	3	1.0
FRD/		1	red chalk?; stylus?	1	1.0
FRD=/		1	woven stuff?	4	1.0
FRD[	qal	1	run away	1	1.0
FRG[	hit	1	intertwine oneself	1	1.0
FRG[	pual	1	be intertwined	1	1.0
FRH=/		1	Sarah	38	1.0
FRJ/		1	Sarai	17	1.0
FRJD/		1	survivor	27	0.964
FRJD/		2	among the survivors	1	0.036
FRJG/		1	tendril	3	1.0
FRJH/		1	Seraiah	19	1.0
FRJN/		1	Sirion	2	1.0
FRK[	piel	1	entangle; run to and fro	1	1.0
FRP/		1	serpent; seraph	2	0.286
FRP/		2	seraphim	2	0.286
FRP/		3	serpent	2	0.286
FRP/		4	fiery	1	0.143
FRPH/		1	(place of) burning, conflagration	13	1.0
FRP[	nif	1	be burnt	14	1.0
FRP[	pual	1	be burnt	1	1.0
FRP[	qal	1	burn	83	0.976
FRP[	qal	2	completely (burn)	1	0.012
FRP[	qal	3	someone	1	0.012
FRQ/		1	red species of grapes	2	1.0
FRQH/		1	vine	1	1.0
FRV/		1	incision	1	1.0
FRVT/		1	incision	1	1.0
FRV[	nif	1	be severely hurt	1	1.0
FRV[	qal	1	incise	1	0.5
FRV[	qal	2	severely (injure)	1	0.5
FRWG/		1	Serug	5	1.0
FRWK/		1	sandal-thong	2	1.0
FRX/		1	Serah	3	1.0
FV/		1	(uncertain)	1	1.0
FVH[	qal	1	deviate	6	1.0
FVM[	qal	1	bear a grudge	1	1.0
FVN/		1	opponent; the Satan	27	1.0
FVNH=/		1	Sitnah	1	1.0
FWF[	qal	1	rejoice	25	0.962
FWF[	qal	2	greatly (rejoice)	1	0.038
FWKH/		1	branch; brushwood	1	1.0
FWKH=/		1	Socoh, Soco	8	1.0
FWKTJ/		1	Sucathite	1	1.0
FWRH/		1	row?	1	1.0
FWX[	qal	1	<uncertain>	1	1.0
FX/		1	thought?	1	1.0
FXJP/		1	(uncertain)	1	1.0
FXQ[	hif	1	mock	1	1.0
FXQ[	piel	1	play, jest	14	0.824
FXQ[	piel	2	that he may make sport	1	0.059
FXQ[	piel	3	jesting	1	0.059
FXQ[	piel	4	making merry	1	0.059
FXQ[	qal	1	play; laugh	17	0.944
FXQ[	qal	2	sported	1	0.056
FXV[	qal	1	squeeze out	1	1.0
FXW/		1	swimming	1	1.0
FXWQ/		1	laughter	14	0.933
FXWQ/		2	than laughter	1	0.067
G<C/		1	Gaash	4	1.0
G<H/		1	Goah	1	1.0
G<L/		1	loathing, abhorrence	1	1.0
G<L=/		1	Gaal	9	1.0
G<L[	hif	1	cause to abhor	1	1.0
G<L[	nif	1	be abhorred, rejected	1	1.0
G<L[	qal	1	abhor, reject	4	0.571
G<L[	qal	2	it abhorred	3	0.429
G<RH/		1	rebuke; threat	15	1.0
G<R[	qal	1	reproach	13	0.929
G<R[	qal	2	about to rebuke	1	0.071
G<TM/		1	Gatam	3	1.0
G>/		1	proud	1	1.0
G>H/		1	proud	8	1.0
G>H=/		1	pride	1	1.0
G>H[	qal	1	be high	4	0.571
G>H[	qal	2	they had risen	1	0.143
G>H[	qal	3	it grow tall?	1	0.143
G>H[	qal	4	it rises up	1	0.143
G>LH/		1	right (duty) of redemption	14	1.0
G>L[	nif	1	be redeemed	8	1.0
G>L[	qal	1	redeem	75	0.974
G>L[	qal	2	his kinsman	1	0.013
G>L[	qal	3	vindicator	1	0.013
G>W>L/		1	Geuel	1	1.0
G>WH/		1	loftiness; haughtiness	16	0.842
G>WH/		2	your eminence	1	0.053
G>WH/		3	boastfulness	1	0.053
G>WH/		4	swelling	1	0.053
G>WN/		1	loftiness; pride	48	0.98
G>WN/		2	arrogance	1	0.02
G>WT/		1	swelling, pride	3	0.375
G>WT/		2	pride	3	0.375
G>WT/		3	a rising up	2	0.25
GB/		1	back; eyebrows; torus; bosses of a shield	1	1.0
GB</		1	Geba	19	1.0
GB<>/		1	Gibea	1	1.0
GB<H/		1	hill; (cultic) high place	65	0.929
GB<H/		2	Gibeah	2	0.029
GB<H/		3	than hills	2	0.029
GB<H/		4	O hills	1	0.014
GB<L/		1	flower-bud	1	1.0
GB<TJ/		1	Gibeathite	1	1.0
GB<WN/		1	Gibeon	35	1.0
GB=/		1	pit, ditch	2	0.5
GB=/		2	beams	1	0.25
GB=/		3	cisterns	1	0.25
GB>/		1	ditch	1	0.5
GB>/		2	marshes	1	0.5
GBH/		1	high	28	0.8
GBH/		2	haughty	2	0.057
GBH/		3	proud	2	0.057
GBH/		4	exalted	2	0.057
GBH/		5	the height	1	0.029
GBH=/		1	height	16	0.941
