strong	lemma	en	es	fr	pt	zh	zh-Hant
G1026	βρέχω	rain down	lluvia	pluie		雨;下雨	雨;下雨
G1027	βροντή	thunder	trueno	tonnerre		雷	雷
G1028	βροχή	rain	lluvia	pluie		雨;下雨	雨;下雨
G1029	βρόχος	restraint	restringir	restreindre		限制;控制;施加约束;牢笼	限制;控制;施加約束;牢籠
G1030	βρυγμός	gnashing	rechinar de dientes	grincement de dent		磨牙齿;咬牙切齿	磨牙齒;咬牙切齒
G1031	βρύχω	gnash	rechinar los dientes	grincement de dent		磨牙齿;咬牙切齿	磨牙齒;咬牙切齒
G1032	βρύω	pour	hacer que se derrame	faire se déverser		使倾泻;使涌出	使傾瀉;使湧出
G1033	βρῶμα	food	alimento	nourriture		食物	食物
G1034	βρώσιμος	edible	comestible	commestible		可吃的	可吃的
G1035	βρῶσις	eating	comer	manger		吃东西;吃;吃喝	吃東西;吃;吃喝
G1036	βυθίζω	sink	hundir	couler		下沉	下沉
G1037	βυθός	deep	mar abierto	haute mer		公海;深海;大海;海洋	公海;深海;大海;海洋
G1038	βυρσεύς	tanner	curtidor	tanneur		硝皮匠;皮革匠;皮匠	硝皮匠;皮革匠;皮匠
G1039	βύσσινος	fine linen	tela de lino fino	tissu de fin lin		细麻布的	細麻布的
G1040	βύσσος	fine linen	lino fino	fin lin		细麻布	細麻布
G1041	βωμός	altar	altar	autel		坛;祭坛	壇;祭壇
G1042	Γαββαθᾶ	Gabbatha	Gabata	Gabbatha		《和2010》《和》厄巴大;《现》加巴大;《思》加巴达	《和2010》《和》厄巴大;《現》加巴大;《思》加巴達
G1043	Γαβριήλ	Gabriel	Gabriel	Gabriel		加百列;《思》加俾额尔	加百列;《思》加俾額爾
G1044	γάγγραινα	gangrene	úlceras	ulcères		毒疮;溃疡;坏疽;癌症	毒瘡;潰瘍;壞疽;癌症
G1045	Γάδ	Gad	Gad	Gad		迦得;《思》加得	迦得;《思》加得
G1046	Γαδαρηνός	Gadara	gadarenos	Gadarénien		加大拉人;《思》加达辣人	加大拉人;《思》加達辣人
G1047	γάζα	treasury	tesoros	trésor		银库;国库;库房	銀庫;國庫;庫房
G1048	Γάζα	Gaza	Gaza	Gaza		迦萨;《思》迦萨	迦薩;《思》迦薩
G1049	γαζοφυλάκιον	treasury	tesorería	trésor		库房;圣殿库房	庫房;聖殿庫房
G1050	Γάϊος	Gaius	Gayo	Gaïus		该犹;《思》加约	該猶;《思》加約
G1051	γάλα	milk	leche	lait		奶	奶
G1052	Γαλάτης	Galatian	un gálata	Galate		加拉太人;《思》迦拉达人	加拉太人;《思》迦拉達人
G1053	Γαλατία	Galatia	Galacia	Galatie		加拉太;《思》迦拉达	加拉太;《思》迦拉達
G1054	Γαλατικός	Galatia	gálatas	galate		加拉太;《思》迦拉达	加拉太;《思》迦拉達
G1055	γαλήνη	calm	la calma (en contraste con una tormenta sobre el agua).	calme (par contraste avec une tempête sur la mer). ἐκόπασεν ὁ νεμος		风平浪静(对比于水面上的风暴)	風平浪靜(對比於水面上的風暴)
G1056	Γαλιλαία	Galilee	Galilea	Galilée		加利利;《思》加里肋亚	加利利;《思》加里肋亞
G1057	Γαλιλαῖος	Galilean	galileo	Galiléen		加利利人;《思》加里肋亚人	加利利人;《思》加里肋亞人
G1058	Γαλλίων	Gallio	Galión	Gallion		迦流;《思》加里雍	迦流;《思》加里雍
G1059	Γαμαλιήλ	Gamaliel	Gamaliel	Gamaliel		迦玛列;《思》加玛里耳	迦瑪列;《思》加瑪里耳
G1060	γαμέω	marry	casarse	épouser		结婚;婚姻;嫁;娶	結婚;婚姻;嫁;娶
G1061	γαμίζω	give in marriage	desposar *				
G1062	γάμος	wedding	matrimonio	mariage		婚姻	婚姻
G1063	γάρ	for	para	car		因;因为	因;因為
G1064	γαστήρ	belly	vientre	ventre		肚子;子宫	肚子;子宮
G1065	γέ	indeed	entonces	donc		那么;的确;(或通常不翻译,但可能反映在语序中)	那麼;的確;(或通常不翻譯,但可能反映在語序中)
G1066	Γεδεών	Gideon	Gedeón	Gédéon		基甸;《思》基德红	基甸;《思》基德紅
G1067	Γέεννα	hell	Gehena	géhenne		地狱;欣嫩子谷	地獄;欣嫩子谷
G1068	Γεθσημανεί	Gethsemane	Getsemaní	Gethsémani		客西马尼;《思》革责玛尼	客西馬尼;《思》革責瑪尼
G1069	γείτων	neighbour	vecino	voisin		邻舍;兄弟	鄰舍;兄弟
G1070	γελάω	laugh	reír	rire			笑;喜笑
G1071	γέλως	laughter	risa	rire			笑聲
G1072	γεμίζω	fill	llenar	remplir		充满;灌满;倒满	充滿;灌滿;倒滿
G1073	γέμω	be full	estar lleno de	être plein		充满;包含	充滿;包含
G1074	γενεά	generation	de la misma época	ceux de la même époque		同一时代的人;同一世代的人	同一時代的人;同一世代的人
G1075	γενεαλογέω	trace genealogy	estar en el linaje de	être de la lignée de		属于......的世系;是......的后代	屬於......的世系;是......的後代
G1076	γενεαλογία	genealogy	genealogía	généalogie		家谱;族谱	家譜;族譜
G1077	γενέσια	birthday	celebración de cumpleaños	fête d'anniversaire		生日庆祝会;生日庆典	生日慶祝會;生日慶典
G1078	γένεσις	origin	nacer	être né		出生;诞生	出生;誕生
G1079	γενετή	birth	nacer	être né		出生;生下来	出生;生下來
G1080	γεννάω	beget	ser el padre de	être le père de		做父亲;生育;成为......的父亲	做父親;生育;成為......的父親
G1081	γένημα	offspring	descendencia	progéniture		后代;后裔;子孙;孩子	後代;後裔;子孫;孩子
G1082	Γεννησαρέτ	Gennesaret	Genesaret	Gennésareth		革尼撒勒;《思》革乃撒勒	革尼撒勒;《思》革乃撒勒
G1083		birth	nacimiento *				
G1084	γεννητός	born	nacido	celui qui est né		出生的;生下来的人;人;世人	出生的;生下來的人;人;世人
G1085	γένος	family	descendiente	descendant		后裔;后代	後裔;後代
G1086		Gerasene	gadarenos	Gérasénien		格拉森人;《思》革辣撒人	格拉森人;《思》革辣撒人
G1087	γερουσία	council of elders	Sanedrín	Sanhédrin		犹太公会;犹太人的高级议会	猶太公會;猶太人的高級議會
G1088	γέρων	old man	hombre adulto	homme mûr		成年人;老人	成年人;老人
G1089	γεύομαι	taste	probar	goûter		吃东西;吃	嘗;吃;體驗
G1090	γεωργέω	farm	cultivar la tierra	cultiver la terre		种地;耕种;在园中种植;从事园艺	種地;耕種;在園中種植;從事園藝
G1091	γεώργιον	farm field	campo	champ		田地;耕地;园地	田地;耕地;園地
G1092	γεωργός	farmer	agricultor	cultivateur		农夫;耕种的人;佃农	農夫;耕種的人;佃農
G1093	γῆ	earth	tierra	terre		大地;世界	大地;世界
G1094	γῆρας	old age	vejez	vieillesse		年老;老年	年老;老年
G1095	γηράσκω	grow old	envejecer	vieillir		年老;变老;渐渐变老	年老;變老;漸漸變老
G1096	γίνομαι	be	ser formado	être formé		形成;开始存在	形成;開始存在
G1097	γινώσκω	know	conocer	connaître		知道;晓得;了解;熟悉	知道;曉得;了解;熟悉
G1098	γλεῦκος	sweet wine	vino nuevo	vin doux		甜酒	甜酒
G1099	γλυκύς	sweet	dulce	doux		甜的;新鲜的;不苦的;好的	甜的;新鮮的;不苦的;好的
G1100	γλῶσσα	tongue	lengua	langue		舌头	舌頭
G1101	γλωσσόκομον	moneybag	cofre	caisse d'argent		钱箱	錢箱
G1102	γναφεύς	one who bleaches	blanqueador	blanchisseur		漂布的人;漂洗工	漂布的人;漂洗工
G1103	γνήσιος	genuine	sincero	véritable		真诚;真正	真誠;真正
G1104	γνησίως	genuinely	sincero	véritable		真诚;真正	真誠;真正
G1105	γνόφος	darkness	oscuridad	obscurité		黑暗;《和》译作“密云”	黑暗;《和》譯作「密雲」
G1106	γνώμη	resolution	propósito	intention		意见;目标;意图	意見;目標;意圖
G1107	γνωρίζω	make known	conocer	connaître		知道;晓得;了解;熟悉	知道;曉得;了解;熟悉
G1108	γνῶσις	knowledge	conocimiento	connaître		知道;晓得;了解;认识;有......的知识;熟悉	知道;曉得;了解;認識;有......的知識;熟悉
G1109	γνώστης	expert in	alguien que sabe	celui qui connaît		知道......的人;专家;熟悉	知道......的人;專家;熟悉
G1110	γνωστός	acquainted with	lo que se conoce	ce qui est connu		所知道的;信息	所知道的;信息
G1111	γογγύζω	murmur	quejarse	se plaindre		埋怨;抱怨;怨言	埋怨;抱怨;怨言
G1112	γογγυσμός	murmuring	quejarse	se plaindre		埋怨;抱怨;怨言	埋怨;抱怨;怨言
G1113	γογγυστής	murmurer	murmurador	mécontent		爱发牢骚的人;爱抱怨的人	愛發牢騷的人;愛抱怨的人
G1114	γόης	imposter	engañador	imposteur		骗子;假冒为善的人;伪君子	騙子;假冒為善的人;偽君子
G1115	Γολγοθᾶ	Golgotha	Gólgota	Golgotha		各各他;《思》哥耳哥达	各各他;《思》哥耳哥達
G1116	Γόμορρα	Gomorrah	Gomorra	Gomorrhe		蛾摩拉;《思》哈摩辣	蛾摩拉;《思》哈摩辣
G1117	γόμος	cargo	carga	charge		重担;担子;货物(如船上的货物)	重擔;擔子;貨物(如船上的貨物)
G1118	γονεύς	parent	padres	parents		父母	父母
G1119	γόνυ	knee	rodilla	genou		膝盖	膝蓋
G1120	γονυπετέω	kneel	arrodillarse	s'agenouiller		跪下	跪下
G1121	γράμμα	something written	letra	lettre		字母	字母
G1122	γραμματεύς	scribe	alguien que es instruido en la Ley	celui qui est instruit dans la Loi		精通摩西律法的人;摩西律法专家;经学教师;律法教师	精通摩西律法的人;摩西律法專家;經學教師;律法教師
G1123	γραπτός	written	escrito	écrit		写下的	寫下的
G1124	γραφή	writing	pasaje	passage		段落;文件的一部分;圣经的一部分	段落;文件的一部分;聖經的一部分
G1125	γράφω	write	escribir	écrire		书写	書寫
G1126	γραώδης	old wives’ tale	como dicen las ancianas	comme disent les vieilles		像年老的女人般说话;像年老的女人般做事	像年老的女人般說話;像年老的女人般做事
G1127	γρηγορέω	keep watch	permanecer despierto	rester éveillé		保持清醒;保持醒着的;警醒	保持清醒;保持醒著的;警醒
G1128	γυμνάζω	train	disciplinarse a uno mismo	se discipliner		约束自己;严于律己	约束自己;嚴於律己
G1129	γυμνασία	training	ejercicio físico	exercice physique		锻炼身体;操练身体	鍛煉身體;操練身體
G1130	γυμνιτεύω	be naked	usar ropa harapienta	porter des vêtements en loque		穿着破旧的衣服;衣不蔽体;衣衫褴褛	穿著破舊的衣服;衣不蔽體;衣衫襤褸
G1131	γυμνός	naked	desnudo	nu		赤身露体;衣不蔽体	赤身露體;衣不蔽體
G1132	γυμνότης	nakedness	desnudez	nudité		赤身露体;衣不蔽体	赤身露體;衣不蔽體
G1133	γυναικάριον	weak-willed woman	mujer necia	femme insensée		愚蠢的女人;轻浮的女人	愚蠢的女人;輕浮的女人
G1134	γυναικεῖος	feminine	mujer	femme		女人;女性;女人的	女人;女性;女人的
G1135	γυνή	woman	mujer	femme		女人	女人
G1136	Γώγ	Gog	Gog	Gog		歌革;《思》哥格	歌革;《思》哥格
G1137	γωνία	corner	esquina	coin		角;角落	角;角落
G1138	Δαυείδ	David	David	David		大卫;《思》达味	大衛;《思》達味
G1139	δαιμονίζομαι	be demonised	estar poseído por un demonio	être possédé d'un démon		被鬼附	被鬼附
G1140	δαιμόνιον	demon	demonio	démon		恶魔;邪灵	惡魔;邪靈
G1141	δαιμονιώδης	demonic	demoníaco	démoniaque		属恶魔的;邪恶的	屬惡魔的;邪惡的
G1142	δαίμων	demon	demonio	démons		恶魔;邪灵	惡魔;邪靈
G1143	δάκνω	bite	herir	blesser		伤害	傷害
G1144	δάκρυον	teardrop	lágrima	larme		眼泪	眼淚
G1145	δακρύω	weep	llorar	pleurer		哭;哭泣;流泪	哭;哭泣;流淚
G1146	δακτύλιος	ring	anillo	bague		戒指	戒指
G1147	δάκτυλος	finger	dedo	doigt		手指;指头	手指;指頭
G1148	Δαλμανουθά	Dalmanutha	Dalmanuta	Dalmanoutha		大玛努他;《思》达玛奴达	大瑪努他;《思》達瑪奴達
G1149	Δαλματία	Dalmatia	Dalmacia	Dalmatie		挞马太;《思》达耳玛提雅	撻馬太;《思》達耳瑪提雅
G1150	δαμάζω	tame	controlar	maîtriser		控制;制伏;制止	控制;制伏;制止
G1151	δάμαλις	heifer	novilla	génisse		小母牛,母牛犊	小母牛,母牛犢
G1152	Δάμαρις	Damaris	Dámaris	Damaris		大马哩;《思》达玛黎	大馬哩;《思》達瑪黎
G1153	Δαμασκηνός	Damascus	damasceno	Damascénien		大马士革的;《和》大马色的	大馬士革的;《和》大馬色的
G1154	Δαμασκός	Damascus	Damasco	Damas		大马士革;《和》大马色	大馬士革;《和》大馬色
G1155	δανίζω	lend	prestar *				
G1156	δάνιον	debt	préstamo	prêt		贷款;债务;债	貸款;債務;債
G1157	δανιστής	moneylender	acreedor *				
G1158	Δανιήλ	Daniel	Daniel	Daniel		但以理;《思》达尼尔	但以理;《思》達尼爾
G1159	δαπανάω	spend	gastar	dépenser		花费;付钱;支付费用	花費;付錢;支付費用
G1160	δαπάνη	cost	costo	coût		成本;费用;花费	成本;費用;花費
G1161	δέ	then	y	et		和(中文通常不必译出来)	和(中文通常不必譯出來)
G1162	δέησις	petition	solicitud	prière		祈求;请求;祷告	祈求;請求;禱告
G1163	δέω	be necessary	de ser necesario	être nécessaire		必定;必须;必然	必定;必須;必然
G1164	δεῖγμα	example	ejemplo (como para advertir)	en exemple (pour alerter)		鉴戒(例如警告);使人得知某事物的方法	鑒戒(例如警告);使人得知某事物的方法
G1165	δειγματίζω	disgrace	deshonrar en público	déshonorer en public		公开羞辱;当众羞辱;使蒙羞	公開羞辱;當眾羞辱;使蒙羞
G1166	δεικνύω	show	mostrar *				
G1167	δειλία	timidity	cobardía	lâcheté		怯懦;懦弱;胆怯;胆小	怯懦;懦弱;膽怯;膽小
G1168	δειλιάω	be timid	ser cobarde	être peureux		胆怯;缺乏勇气;害怕	膽怯;缺乏勇氣;害怕
G1169	δειλός	timid	cobardemente	peureux		胆怯;胆小;怯懦;害怕	膽怯;膽小;怯懦;害怕
G1170	δεῖνα	certain one	cierto	untel		某一个人;某人	某一個人;某人
G1171	δεινῶς	terribly	terriblemente	terriblement		激烈地;非常;极度	激烈地;非常;極度
G1172	δειπνέω	dine	comer una comida	manger un repas		吃饭;坐席	吃飯;坐席
G1173	δεῖπνον	dinner	una comida	un repas		一顿饭;宴会;盛宴	一頓飯;宴會;盛宴
G1174	δεισιδαιμονέστερος	religious	religioso *				
G1175	δεισιδαιμονία	religion	religión	religion		宗教	宗教
G1176	δέκα	ten	diez	dix		十	十
G1177	δεκαοκτώ	twelve	dieciocho *				
G1178	δεκαπέντε	fifteen	quince	quinze		十五	十五
G1179	Δεκάπολις	Decapolis	Decápolis	Décapole		《和2010》低加坡里;《和》低加波利;《现》十邑;《思》十城区	《和2010》低加坡里;《和》低加波利;《現》十邑;《思》十城區
G1180	δεκατέσσαρες	fourteen	catorce	quatorze		十四	十四
G1181		tenth	décimo *				
G1182	δέκατος	tenth	décimo	dixième		第十	第十
G1183	δεκατόω	tithe	colectar diezmos	prélever la dîme		收取十分之一;收取什一奉献	收取十分之一;收取什一奉獻
G1184	δεκτός	acceptable	agradable	agréable		讨人喜欢的;蒙悦纳的	討人喜歡的;蒙悅納的
G1185	δελεάζω	entice	desviar	détourner du droit chemin		引入歧途;引诱人犯罪	引入歧途;引誘人犯罪
G1186	δένδρον	tree	árbol	arbre		树;灌木	樹;灌木
G1187	δεξιολάβος	slinger	lancero	lancier		枪兵;长枪手	槍兵;長槍手
G1188	δεξιός	right	derecho	droit, la droite		右;右侧	右;右側
G1189	δέος	pray	suplicar	demander		恳求;乞求	懇求;乞求
G1190	Δερβαῖος	Derbe	de Derbe	de Derbé		特庇人;《思》德尔贝人	特庇人;《思》德爾貝人
G1191	Δέρβη	Derbe	Derbe	Derbé		特庇;《思》德尔贝	特庇;《思》德爾貝
G1192	δέρμα	leather	piel	peau		皮;兽皮;皮革	皮;獸皮;皮革
G1193	δερμάτινος	made of leather	cuero	cuir		皮革;皮的	皮革;皮的
G1194	δέρω	beat up	golpear	frapper		责打;鞭打;拷打	責打;鞭打;拷打
G1195	δεσμεύω	bind	enlazar	lier		捆绑;系上	捆綁;繫上
G1196		shackle	encadenar *				
G1197	δέσμη	bundle	manojo	lier en paquet		捆	捆
G1198	δέσμιος	prisoner	prisionero	prisonnier		囚犯;囚徒;被囚的人;坐牢的人	囚犯;囚徒;被囚的人;坐牢的人
G1199	δεσμός	chain	ataduras	liens		捆锁;锁链;脚镣	捆鎖;鎖鏈;腳鐐
G1200	δεσμοφύλαξ	jailer	carcelero	geôlier		监狱的守卫;看守的人;狱卒;禁卒	監獄的守衛;看守的人;獄卒;禁卒
G1201	δεσμωτήριον	prison	cárcel	prison		监牢;监狱	監牢;監獄
G1202	δεσμώτης	prisoner	prisionero	prisonnier		囚犯;囚徒;被囚的人;坐牢的人	囚犯;囚徒;被囚的人;坐牢的人
G1203	δεσπότης	master	jefe	maître		主人;主宰;统治者;主;主(上帝和基督的头衔)	主人;主宰;统治者;主;主(上帝和基督的頭銜)
G1204	δεῦρο	come	aquí	ici		这里;来这里	這裏;來這裏
G1205	δεῦτε	come	aquí	ici		这里;来这里	這裏;來這裏
G1206	δευτεραῖος	next day	en el segundo día	le lendemain		第二天	第二天
G1207	δεύτερον	second-first	segundo *				
G1208	δεύτερος	secondly	segundo	deuxième		第二;其次	第二;其次
