# non-dominant (polysemous) senses needing translation per language; the dominant sense of each (lex,stem) localizes for free via the per-stem gloss
lex	stem	sense	en_gloss	share
TNWPH/		3	the wave-offerings	0.033
TNWR/		2	a fire pot	0.067
TNWR/		3	a furnace	0.067
TP>RT/		2	boasting	0.02
TPF[	nif	2	you will be captured	0.2
TPF[	qal	10	grasp	0.025
TPF[	qal	11	sheathed	0.025
TPF[	qal	2	handled	0.05
TPF[	qal	3	player	0.025
TPF[	qal	4	skilled	0.025
TPF[	qal	5	catch	0.025
TPF[	qal	6	certainly (capture)	0.025
TPF[	qal	7	he arrested	0.025
TPF[	qal	8	you have taken hold of	0.025
TPF[	qal	9	O occupy	0.025
TPL=/		2	sham	0.5
TPR[	qal	2	they sewed together	0.333
TQ<[	nif	2	will he strike himself	0.333
TQ<[	qal	2	he had pitched	0.033
TQ<[	qal	3	she drove	0.033
TQ<[	qal	4	they fixed	0.033
TQ<[	qal	5	he pitched tent	0.017
TQ<[	qal	6	as sounds	0.017
TQ<[	qal	7	had been] driven	0.017
TQ<[	qal	8	they have given a blast	0.017
TQ<[	qal	9	you have struck	0.017
TQP/		2	authority	0.333
TR</		2	the door	0.5
TRJN/		2	two	0.5
TRN/		2	flagstaff	0.333
TRW<H/		2	battle-cry	0.056
TRW<H/		3	a war cry	0.028
TW<H/		2	confusion	0.5
TW<PWT/		2	peaks	0.25
TW<PWT/		3	of heaps	0.25
TWB[	haf	2	he sent back	0.25
TWB[	haf	3	send	0.25
TWCB/		2	your resident	0.071
TWCB/		3	alien	0.071
TWDH/		2	choir	0.062
TWDH/		3	confession	0.031
TWDH/		4	praise	0.031
TWDH/		5	thanksgivings	0.031
TWDH/		6	thanksgiving choirs	0.031
TWL</		2	worms	0.333
TWL<T/		2	O worm	0.026
TWLDWT/		2	genealogies	0.316
TWR[	hif	2	he makes a search	0.5
TWR[	qal	2	seek out	0.091
TWR[	qal	3	the merchants	0.091
TWR[	qal	4	you will go about	0.045
TWR[	qal	5	I had selected	0.045
TWR[	qal	6	it explores	0.045
TWR[	qal	7	discover	0.045
TWR[	qal	8	I searched	0.045
TWR[	qal	9	examine	0.045
TWY>WT/		2	the exits	0.043
TWY>WT/		3	escapes	0.043
TWY>WT/		4	sources	0.043
TXNH/		2	favor	0.08
TXT/		2	below	0.003
TXTJ/		2	O lower parts	0.053
V<M/		2	sense	0.154
V<M/		3	the decree	0.077
VB<T/		2	finger ring	0.02
VB<T/		3	signet-rings	0.02
VB<[	hof	2	they were planted	0.333
VB<[	qal	2	it sank	0.333
VB<[	qal	3	let me sink	0.167
VBX=/		2	cook	0.062
VHR=/		2	purity	0.333
VHR[	hit	2	we have cleansed ourselves	0.053
VHR[	piel	2	he will declare pure	0.133
VHR[	piel	3	declare	0.033
VHR[	piel	4	pure	0.033
VHR[	piel	5	people purified	0.033
VHR[	qal	2	she has become pure	0.029
VJRH/		2	of stones	0.143
VJRH/		3	a battlement	0.143
VL>[	qal	2	multicolored	0.143
VM>[	piel	2	make	0.071
VM>[	piel	3	people had defiled	0.024
VM>[	qal	2	uncleanness	0.013
VPR/		2	claws	0.5
VRJPH/		2	animal	0.111
VRJPH/		3	torn flesh	0.111
VRP=/		2	the fresh	0.5
VRP[	qal	2	actually (tear)	0.05
VRP[	qal	3	he has torn to pieces	0.05
VRP[	qal	4	it tore	0.05
VRP[	qal	5	it has torn	0.05
VWB/		2	fine	0.007
VWB/		3	kind	0.004
VWB/		4	than good	0.002
VWB/		5	pure	0.002
VWB=/		2	its good	0.031
VWBH/		2	thing	0.031
VWBH/		3	deeds	0.015
VWL[	hof	2	everyone is hurled down	0.25
VWR/		2	a row of stones	0.038
VWX[	qal	2	overlay	0.111
XB>[	hif	2	she had hidden	0.25
XB>[	hit	2	had] hidden themselves	0.2
XB>[	hit	3	they become hard	0.1
XBC[	piel	2	he restrains	0.5
XBC[	qal	2	wrapped round	0.037
XBC[	qal	3	will he govern	0.037
XBL=/		2	measured portions	0.04
XBL=/		3	a company	0.04
XBL=/		4	the allotted portions	0.02
XBL===/		2	pain(s)	0.5
XBL[	qal	2	taken as pledges	0.167
XBL[	qal	3	hold	0.167
XBL[	qal	4	actually (take as pledge)	0.083
XBL[	qal	5	anyone will take as pledge	0.083
XBL[	qal	6	you have held in pledge	0.083
XBQ[	qal	2	folding	0.333
XBR/		2	united	0.083
XBR/		3	than	0.083
XBR[	hit	2	made an alliance	0.5
XBR[	piel	2	join together	0.25
XBR[	pual	2	it was joined	0.25
XBR[	pual	3	he is united	0.25
XBR[	qal	2	casts	0.2
XBR[	qal	3	they joined together	0.1
XBWRH/		2	welt	0.143
XCB[	nif	2	they were thought	0.033
XCB[	piel	2	it plans	0.231
XCB[	piel	3	I thought about	0.154
XCB[	piel	4	they settled accounts	0.077
XCB[	piel	5	they plot	0.077
XCB[	piel	6	it thought	0.077
XCB[	qal	10	anyone considers	0.015
XCB[	qal	11	people will plan	0.015
XCB[	qal	12	of an inventor	0.015
XCB[	qal	2	he reckons	0.03
XCB[	qal	3	it considers	0.03
XCB[	qal	4	designers	0.015
XCB[	qal	5	they value	0.015
XCB[	qal	6	anyone has valued	0.015
XCB[	qal	7	people have planned	0.015
XCB[	qal	8	esteemed	0.015
XCB[	qal	9	may he think	0.015
XCH[	hif	2	making quiet	0.111
XCH[	qal	2	they were still	0.143
XCKH/		2	darkness(es)	0.167
XCK[	hif	2	he will bring darkness	0.167
XCK[	hif	3	he made dark	0.167
XCK[	hif	4	it is dark	0.167
XCK[	qal	2	it has become dark	0.182
XCK[	qal	3	it is dark	0.182
XCK[	qal	4	may they grow dim	0.182
XCK[	qal	5	it grew dark	0.091
XCK[	qal	6	they have grown dim	0.091
XCQ[	qal	2	he desired	0.25
XDC=/		2	its new	0.004
XDL/		2	who refrains	0.333
XDL/		3	transient	0.333
XDL[	qal	2	it has stopped	0.018
XDQ/		2	of thorn	0.5
XDR/		2	the inner	0.029
XDR/		3	be] from inner rooms	0.029
XFK[	nif	2	he is spared	0.5
XFK[	qal	2	refrain	0.08
XFK[	qal	3	he kept back	0.08
XFK[	qal	4	anyone restrained	0.04
XFK[	qal	5	withholds	0.04
XGG[	qal	2	celebrating	0.067
XGG[	qal	3	they staggered	0.067
XGWRH/		2	loin coverings	0.2
XJ/		2	one	0.017
XJ/		3	living one	0.008
XJ/		4	raw	0.004
XJ/		5	person	0.004
XJDH/		2	difficult matters	0.118
XJDH/		3	parables	0.059
XJDH/		4	intrigue(s)	0.059
XJH[	hif	2	restore to life	0.227
XJH[	piel	2	preserve	0.293
XJH[	piel	3	I restore to life	0.049
XJH[	piel	4	they will cause to grow	0.024
XJH[	qal	2	people live	0.005
XJJM/		2	than	0.014
XJJM/		3	kinsfolk	0.007
XJL==/		2	the fortress	0.125
XJL==[	qal	2	she is in anguish	0.5
XJL[	hit	2	she agonized	0.5
XJL[	piel	2	brought	0.2
XJL[	piel	3	it causes labor pains to	0.2
XJL[	piel	4	you brought forth	0.2
XJL[	pual	2	they are made to tremble	0.2
XJL[	qal	2	he was in severe pain	0.095
XJL[	qal	3	people will be in anguish	0.048
XJL[	qal	4	writhe in pain	0.048
XJL[	qal	5	they writhe	0.048
XJL[	qal	6	they writhed in agony	0.048
XJQ/		2	the bottom	0.026
XJYWN/		2	external	0.042
XJYWN/		3	outside	0.042
XKJM/		2	the wise	0.143
XKM/		10	your skilled	0.008
XKM/		2	men	0.016
XKM/		3	shrewd	0.008
XKM/		4	O wise	0.008
XKM/		5	a prudent	0.008
XKM/		6	of learned ones	0.008
XKM/		7	man	0.008
XKM/		8	person	0.008
XKM/		9	of wise people	0.008
XKMH/		2	than wisdom	0.014
XKMWNJ/		2	of Hacmoni	0.5
XKM[	hit	2	make yourself wise	0.5
XKM[	pual	2	made wise	0.5
XKM[	qal	2	act wisely	0.053
XL/		2	of profaneness	0.286
XL/		3	thing	0.143
XL/		4	a profane area	0.143
XLB/		2	than milk	0.045
XLC[	qal	2	O defeat	0.333
XLC[	qal	3	he was weak	0.333
XLD/		2	world	0.4
XLH[	hif	2	he made sick	0.25
XLH[	hif	3	they became sick	0.25
XLH[	nif	2	of sickness	0.125
XLH[	nif	3	they have wearied themselves	0.125
XLH[	nif	4	they were sickened	0.125
XLH[	nif	5	I was sick	0.125
XLH[	piel	2	he has made sick	0.059
XLH[	qal	2	he became sick	0.226
XLH[	qal	3	weak	0.161
XLH[	qal	4	severe	0.065
XLH[	qal	5	feels pain	0.032
XLH[	qal	6	he became ill	0.032
XLH[	qal	7	you became weak	0.032
XLJ/		2	an affliction	0.042
XLJPH/		2	relays	0.083
XLJPH/		3	relief	0.083
XLL/		2	a profaned	0.032
XLL/		3	O profane	0.011
XLL/		4	wounded	0.011
XLL/		5	than slain	0.011
XLL[	hif	2	she will profane herself	0.036
XLL[	hif	3	he will violate	0.018
XLL[	hif	4	when begins	0.018
XLL[	hif	5	when began	0.018
XLL[	piel	2	[those	0.018
XLL[	piel	3	they will put to use	0.018
XLL[	piel	4	about to profane	0.018
XLM[	qal	2	the dreamer	0.125
XLP[	hif	2	they will renew	0.25
XLP[	hif	3	we will substitute	0.125
XLP[	hif	4	it will sprout afresh	0.125
XLP[	hif	5	it will show newness	0.125
XLP[	qal	2	it will pass away	0.143
XLP[	qal	3	sweep on	0.071
XLP[	qal	4	they have overstepped	0.071
XLP[	qal	5	it swept on	0.071
XLP[	qal	6	it passed over	0.071
XLP[	qal	7	they have passed on	0.071
XLP[	qal	8	it has passed away	0.071
XLQ/		2	the territory	0.045
XLQ/		3	of land	0.015
XLQ/		4	my possession	0.015
XLQ/		5	part	0.015
XLQ/		6	reward	0.015
XLQH/		2	a portion of ground	0.087
XLQH=/		2	smoothness	0.5
XLQ[	piel	2	he distributed	0.136
XLQ[	piel	3	I will allot a portion	0.045
XLQ[	piel	4	than to divide	0.045
XLQ[	qal	2	he had assigned	0.214
XLQ[	qal	3	they apportioned	0.071
XLQ[	qal	4	he gave a share	0.071
XLQ[	qal	5	distribute	0.071
XLQ[	qal	6	he had plundered	0.071
XLY[	nif	2	delivered	0.4
XLY[	nif	3	be equipped	0.2
XLY[	piel	2	people will tear out	0.143
XLY[	piel	3	tears out	0.143
XLY[	qal	2	they draw out	0.105
XLY[	qal	3	of the drawn off	0.053
XLY[	qal	4	you will take off	0.053
XLY[	qal	5	he has withdrawn	0.053
XMDH/		2	(the) desirable thing	0.062
XMDH/		3	the precious thing	0.062
XMD[	qal	2	do they delight in?	0.071
XMH/		2	wrath	0.016
XMH/		3	fever	0.008
XMH/		4	poison	0.008
XMH=/		2	heat	0.167
XMJCJT/		2	the fifth part	0.5
XMN/		2	incense altars	0.125
XMR/		2	mortar	0.167
XMR/		3	a heap	0.056
XMR=/		2	heaps	0.154
XNH/		2	O Hannah	0.077
XNH[	qal	2	to decline	0.007
XNJT/		2	his own	0.043
XNK[	qal	2	train	0.333
XNNJH/		2	O Hananiah	0.038
XNN[	piel	2	he will make favorable	0.333
XNN[	qal	2	showing favor	0.326
XNN[	qal	3	he has shown favor to	0.023
XNN[	qal	4	certainly (show favor)	0.023
XNV[	qal	2	people embalmed	0.25
XNV[	qal	3	it has ripened	0.25
XNWK/		2	Hanoch	0.4
XPCJ/		2	set free	0.071
XPF[	pual	2	he is searched for	0.5
XPF[	qal	2	searching	0.333
XPF[	qal	3	let us examine	0.333
XPN/		2	of your hands	0.167
XPN/		3	the hollow	0.167
XPR=[	qal	2	spy out	0.158
XPR=[	qal	3	you will dig	0.105
XPR=[	qal	4	people had dug	0.053
XPR=[	qal	5	you will be well protected	0.053
XPR=[	qal	6	they paw	0.053
XPR=[	qal	7	it spies out	0.053
XPY[	qal	2	(take pleasure)?	0.07
XPY[	qal	3	someone desires	0.014
XPY[	qal	4	he will be willing	0.014
XQ/		2	portion	0.016
XQ/		3	a custom	0.008
XQ/		4	order(s)	0.008
XQ/		5	conditions	0.008
XQ/		6	than	0.008
XQ/		7	an allotted portion	0.008
XQH/		2	fixed order(s)	0.019
XQH/		3	a prescribed portion	0.01
XQH/		4	of appointments	0.01
XQQ[	piel	2	commanders	0.4
XQQ[	piel	3	they enact	0.2
XQQ[	qal	2	the commanders	0.167
XQQ[	qal	3	who] decree	0.167
XQQ[	qal	4	cutting	0.167
XQR/		2	searchings	0.083
XQR[	nif	2	they will be explored	0.25
XQR[	nif	3	it will be searched	0.25
XQR[	qal	2	I will sound out	0.067
XQR[	qal	3	they will make a search	0.067
XRB/		2	knives	0.005
XRB/		3	O sword	0.005
XRB/		4	tool	0.002
XRB=/		2	dryness	0.188
XRB=/		3	a drought	0.125
XRB=/		4	of devastation	0.062
XRB=/		5	of destruction	0.062
XRB==/		2	dry	0.2
XRBH/		2	dry ground	0.125
XRB[	hif	2	he dries up	0.25
XRB[	hif	3	I dry up	0.167
XRB[	hif	4	desolates	0.083
XRB[	hif	5	I will lay waste	0.083
XRB[	hif	6	[those	0.083
XRB[	hif	7	it laid waste	0.083
XRB[	nif	2	laid waste	0.5
XRB[	qal	2	utterly (desolate)	0.118
XRC==/		2	heights	0.333
XRC[	hif	2	will they silence?	0.027
XRC[	hif	3	I kept quiet	0.027
XRC[	qal	2	be deaf	0.286
XRDH/		2	care	0.111
XRDH/		3	trembling(s)	0.111
XRD[	hif	2	he routed	0.062
XRD[	hif	3	make tremble	0.062
XRD[	qal	2	you have taken care	0.043
XRF/		2	fragments	0.059
XRH[	qal	2	really (burn)	0.012
XRJC/		2	time	0.333
XRJC/		3	plowing	0.333
XRJV/		2	purses	0.5
XRM/		2	dedicated person	0.034
XRM[	hif	2	totally	0.103
XRM[	hif	3	he will dedicate to destruction	0.051
XRM[	hof	2	it will be forfeited	0.333
XRPH/		2	become] (into) a reproach	0.014
XRP[	piel	2	it despised	0.036
XRP[	qal	2	it reproaches	0.333
XRV/		2	a stylus	0.5
XRWN/		2	fury	0.024
XRY[	qal	2	he sharpened	0.4
XSD/		2	favor	0.013
XSJD/		2	O	0.067
XSM[	qal	2	blocking the way of	0.5
XSR[	hif	2	he deprives	0.5
XSR[	qal	2	decreasing	0.118
XT=/		2	filled with terror	0.5
XTJ/		2	Hethite	0.021
XTM[	qal	2	he puts a seal	0.1
XTN/		2	sons-in-law	0.1
XTN[	hit	2	he became son-in-law	0.182
XTN[	qal	2	mother-in-law	0.045
XTR[	qal	2	they rowed	0.125
XTT[	nif	2	they are shattered	0.103
XTT[	nif	3	it will be broken	0.034
XTT[	nif	4	they will be terrified	0.034
XTT[	nif	5	he was in awe	0.034
XTT[	qal	2	it is cracked	0.059
XV>H/		2	sin offering	0.125
XV>[	hif	2	he missed	0.032
XV>[	hit	2	they are bewildered	0.111
XV>[	piel	2	you will make a sin offering	0.091
XV>[	piel	3	a sin offering	0.091
XV>[	piel	4	they made a sin offering	0.091
XV>[	qal	2	I will be culpable	0.011
XV>[	qal	3	you will miss	0.006
XV>[	qal	4	[one	0.006
XVB[	qal	2	cut	0.25
XVB[	qal	3	wood-cutters	0.125
XVR/		2	a rod	0.5
XWC[	hif	2	he will make haste	0.25
XWC[	hif	3	I want to make haste	0.25
XWC[	qal	2	makes haste	0.154
XWC[	qal	3	hurried	0.077
XWC[	qal	4	I have made haste	0.077
XWC[	qal	5	agitation	0.077
XWL/		2	than sand	0.136
XWL[	qal	2	they whirled about	0.333
XWL[	qal	3	let them whirl	0.222
XWL[	qal	4	it writhed	0.111
XWMH/		2	the city wall	0.008
XWMH/		3	O wall	0.008
XWP/		2	become] (into) a harbor	0.143
XWS[	qal	2	you had compassion	0.273
XWS[	qal	3	let it look with regret	0.045
XWV/		2	a line	0.286
XWY/		2	our open	0.007
XX/		2	nose ring	0.143
XYB[	qal	2	dig	0.091
XYB[	qal	3	cut	0.091
XYB[	qal	4	digging out	0.045
XYB[	qal	5	I have cut in pieces	0.045
XYB[	qal	6	striking	0.045
XYB[	qal	7	she has hewn	0.045
XYH[	qal	2	it reaches	0.125
XYH[	qal	3	they will divide in half	0.125
XZH=/		2	an agreement	0.059
XZH=/		3	O seer	0.059
XZH[	qal	2	you will select	0.019
XZH[	qal	3	they will behold	0.019
XZJR/		2	wild boar	0.143
XZJZ/		2	thunder-clouds	0.333
XZQ/		2	a person strong	0.019
XZQ=/		2	our own	0.2
XZQJH/		2	Hizkiah	0.077
XZQ[	hif	2	the repairers	0.018
XZQ[	hif	3	let anyone take hold	0.009
XZQ[	hif	4	I have taken hold	0.009
XZQ[	hif	5	the [one	0.009
XZQ[	hif	6	he will prevail	0.009
XZQ[	hif	7	they will display strength	0.009
XZQ[	hif	8	he displayed strength	0.009
XZQ[	hit	2	strongly	0.037
XZQ[	piel	2	he made strong	0.111
XZQ[	piel	3	about to make strong	0.019
XZQ[	piel	4	they make firm	0.019
XZQ[	qal	2	it was severe	0.064
XZQ[	qal	3	they became strong	0.026
XZQ[	qal	4	it was secure	0.026
XZQ[	qal	5	it urged	0.013
XZQ[	qal	6	he took hold	0.013
XZQ[	qal	7	it was firm	0.013
XZQ[	qal	8	it prevailed over	0.013
XZWT/		2	conspicuousness	0.4
XZWT/		3	agreement	0.2
Y<DH/		2	chains	0.333
Y<D[	qal	2	she will climb	0.143
Y<D[	qal	3	they had stepped	0.143
Y<D[	qal	4	they walk	0.143
Y<D[	qal	5	he strode	0.143
Y<H[	qal	2	bending	0.25
Y<H[	qal	3	lying down	0.25
Y<H[	qal	4	tilt	0.25
Y<JR/		2	little	0.053
Y<QH/		2	calling out	0.048
Y<Q[	qal	2	she cried for help	0.043
Y<Q[	qal	3	crying out for help	0.021
YB>/		2	of warfare	0.033
YDJQ/		2	O righteous	0.016
YDJQ/		3	correct	0.005
YDQH/		2	his own	0.007
YDQH/		3	a right	0.007
YDQ[	hif	2	the [one	0.091
YDQ[	hif	3	vindicate	0.091
YDQ[	hif	4	I will declare right	0.091
YDQ[	hif	5	turn to righteousness	0.091
YDQ[	piel	2	justified	0.333
YDQ[	qal	2	will he be acquitted	0.045
YHL[	qal	2	they neigh	0.286
YHL[	qal	3	it cried aloud	0.143
YHRJM/		2	like the noon(s)	0.043
YHRJM/		3	than noon(s)	0.043
YJD/		2	game	0.077
YJD=/		2	their sustenance	0.25
YJD=/		3	food	0.25
YJDWN/		2	O Sidon	0.091
YJH/		2	region	0.125
YJH/		3	a desert	0.062
YJH/		4	drought	0.062
YJR==/		2	envoys	0.333
YJWN=/		2	road markers	0.333
YJWN=/		3	a marker	0.333
YJWN==/		2	O Zion	0.039
YJY/		2	salt	0.067
YJYT/		2	the hair	0.25
YL</		2	boards	0.075
YL</		3	ribs	0.05
YLJ/		2	roasted meat	0.333
YLM/		2	own	0.062
YLX[	hif	2	makes prosperous	0.026
YLX[	hif	3	he will grant success	0.026
YLX[	qal	2	it rushed	0.36
YLX[	qal	3	it was profitable	0.08
YLX[	qal	4	they rushed ahead	0.04
YLYL/		2	of whirring	0.5
YMD/		2	acres	0.133
YMT[	hif	2	[those	0.167
YMX[	hif	2	it causes to grow	0.154
YMX[	hif	3	he made sprout	0.077
YMX[	hif	4	to sprout	0.077
YMX[	piel	2	it had grown	0.25
YN/		2	barbs	0.333
YNP[	qal	2	tightly (wind up)	0.5
YNWR/		2	waterfalls	0.5
YPJRH/		2	diadem	0.333
YPN[	nif	2	it has been concealed	0.333
YPN[	qal	2	I have hidden	0.043
YPN[	qal	3	you have kept	0.043
YPRN/		2	a point	0.5
YPWN/		2	O north wind	0.007
YPWR/		2	poultry	0.025
YR/		2	anxiety	0.034
YR/		3	tight	0.034
YR<T/		2	his skin	0.086
YR<T/		3	disease	0.029
YR<[	pual	2	the has a serious skin disease	0.067
YR<[	qal	2	has a skin disease	0.2
YR=/		2	distresses	0.014
YR=/		3	than	0.014
YR=/		4	distress	0.014
YR==/		2	than flint	0.5
YRH/		2	the distresses	0.014
YRH/		3	adversity	0.014
YRJX/		2	the underground chamber	0.25
YRP[	piel	2	refines	0.5
YRP[	qal	2	thoroughly (refine)	0.083
YRP[	qal	3	goldsmiths	0.083
YRP[	qal	4	silversmith	0.042
YRP[	qal	5	about	0.042
YRP[	qal	6	test	0.042
YRR=[	qal	2	the harasser	0.16
YRR=[	qal	3	treat as foes	0.08
YRR=[	qal	4	people	0.08
YRR=[	qal	5	make a rival wife	0.04
YRR=[	qal	6	attacks	0.04
YRR=[	qal	7	treating as foes	0.04
YRR=[	qal	8	they will trouble	0.04
YRR=[	qal	9	O foes	0.04
YRR[	hif	2	they caused distress	0.25
YRR[	hif	3	harassed	0.25
YRR[	hif	4	in labor	0.167
YRR[	qal	2	they are restricted	0.069
YRR[	qal	3	locked up	0.034
YRR[	qal	4	it is narrow	0.034
YRR[	qal	5	you will be cramped	0.034
YRR[	qal	6	ties	0.034
YRWR/		2	the bundle	0.143
YWH[	piel	2	commission	0.008
YWH[	piel	3	you have given command	0.003
YWH[	piel	4	someone appointed	0.003
YWP[	hif	2	he caused to float	0.5
YWQ[	hif	2	the oppresses	0.222
YWQ[	hif	3	she pressed	0.111
YWR/		2	form	0.014
YWR=[	qal	2	treat	0.333
YWR=[	qal	3	as a foe	0.333
YWR[	qal	2	he secured	0.067
YWR[	qal	3	shutting up	0.033
YWR[	qal	4	they tied up	0.033
YWR[	qal	5	you will confine	0.033
YWR[	qal	6	we will shut up	0.033
YWY[	hif	2	may people flourish	0.143
YWY[	hif	3	it will shine	0.143
YX/		2	clear	0.25
YX/		3	scorching	0.25
YX/		4	dazzling	0.25
YXJX/		2	places	0.2
YXQ[	piel	2	jests	0.143
YXQ[	piel	3	he made sport	0.143
Z<M[	qal	2	accursed	0.1
Z<M[	qal	3	cursed	0.1
Z<M[	qal	4	he will direct indignation	0.1
Z<P[	qal	2	it rages	0.25
Z<P[	qal	3	looking thin	0.25
Z<P[	qal	4	he was enraged	0.25
Z<QH/		2	than cry	0.056
Z<Q[	hif	2	he called out to	0.286
Z<Q[	hif	3	people cry out	0.143
Z<Q[	qal	2	I summoned	0.018
Z<Q[	qal	3	they cried for help	0.018
Z>B/		2	wolves	0.286
Z>B/		3	than wolves	0.143
ZBWB/		2	flies	0.5
ZBWLN/		2	O Zebulun	0.022
ZBX/		2	than sacrifice	0.012
ZD/		2	presumptuous	0.077
ZDWN/		2	O presumption	0.091
ZH		2	what	0.054
ZH		3	than this one	0.027
ZH		4	than this	0.027
ZHR/		2	the shining	0.5
ZJD[	hif	2	he had cooked	0.143
ZKH[	piel	2	will he keep pure	0.333
ZKH[	qal	2	I be clean?	0.25
ZKK[	qal	2	they were bright	0.333
ZKR[	hif	2	recorder	0.243
ZKR[	hif	3	someone will bring to remembrance	0.027
ZKR[	hif	4	cause	0.027
ZKR[	hif	5	he has brought to remembrance	0.027
ZKR[	hif	6	offers as a memorial	0.027
ZKR[	qal	2	people will remember	0.006
ZKR[	qal	3	certainly (remember)	0.006
ZL<PH/		2	burning indignation	0.333
ZLL[	qal	2	worthless	0.333
ZMH/		2	evil purposes	0.034
ZMH/		3	evil intent	0.034
ZMM[	qal	2	I have resolved	0.154
ZMM[	qal	3	they will plan	0.077
ZMN/		2	appointed times	0.143
ZMRJ/		2	O Zimri	0.071
ZMWRH/		2	branch	0.4
ZMWRH/		3	their vine	0.2
ZNB/		2	the stumps	0.091
ZNH[	hif	2	he made prostitute	0.333
ZNH[	hif	3	they will make prostitute	0.111
ZNH[	hif	4	making	0.111
ZNH[	qal	2	commit fornication	0.021
ZNH[	qal	3	continually (prostitute itself)	0.021
ZNWNJM/		2	than the prostitution(s)	0.083
ZNX[	qal	2	you have spurned	0.091
ZNX[	qal	3	it has excluded	0.091
ZQN/		2	than old	0.006
ZQN/		3	O old	0.006
ZQNH/		2	age	0.167
ZQNJM/		2	of old age(s)	0.5
ZQN[	hif	2	he will be old	0.5
ZQN[	qal	2	he became old	0.045
ZQQ[	qal	2	they refine	0.5
ZR</		2	O offspring	0.009
ZR</		3	of the descendant	0.005
ZR<[	hif	2	she will bear a child	0.333
ZR<[	nif	2	she will be impregnated	0.167
ZR<[	qal	2	bears seed	0.048
ZR<[	qal	3	O sow	0.024
ZR<[	qal	4	people have sown	0.024
ZRBBL/		2	O Zerubbabel	0.095
ZRH[	piel	2	winnowing	0.118
ZRH[	piel	3	I will spread	0.059
ZRH[	pual	2	spread out	0.5
ZRH[	qal	2	scatter	0.333
ZRH[	qal	3	you will disperse	0.167
ZRM/		2	a storm	0.333
ZRW</		2	his own arm	0.011
ZRW</		3	O arm	0.011
ZRW<=/		2	sown in it	0.5
ZRX[	qal	2	it rose	0.056
ZRX[	qal	3	it has risen	0.056
ZRX[	qal	4	it shone	0.056
ZRX[	qal	5	it shines	0.056
ZWB[	qal	2	discharging	0.381
ZWB[	qal	3	suffers a discharge	0.024
ZWB[	qal	4	they flow away	0.024
ZWJT/		2	be] like corners	0.5
ZXL[	qal	2	I was anxious	0.333
